"","Data Series","Time","Exports"
"505","Germany, Federal Republic Of (Thousand Dollars)","2020 Nov",629029
"506","Germany, Federal Republic Of (Thousand Dollars)","2020 Oct",635751
"507","Germany, Federal Republic Of (Thousand Dollars)","2020 Sep",652239
"508","Germany, Federal Republic Of (Thousand Dollars)","2020 Aug",616109
"509","Germany, Federal Republic Of (Thousand Dollars)","2020 Jul",636085
"510","Germany, Federal Republic Of (Thousand Dollars)","2020 Jun",616840
"511","Germany, Federal Republic Of (Thousand Dollars)","2020 May",578206
"512","Germany, Federal Republic Of (Thousand Dollars)","2020 Apr",617032
"513","Germany, Federal Republic Of (Thousand Dollars)","2020 Mar",610897
"514","Germany, Federal Republic Of (Thousand Dollars)","2020 Feb",731916
"515","Germany, Federal Republic Of (Thousand Dollars)","2020 Jan",664818
"516","Germany, Federal Republic Of (Thousand Dollars)","2019 Dec",601244
"517","Germany, Federal Republic Of (Thousand Dollars)","2019 Nov",581154
"518","Germany, Federal Republic Of (Thousand Dollars)","2019 Oct",718934
"519","Germany, Federal Republic Of (Thousand Dollars)","2019 Sep",615005
"520","Germany, Federal Republic Of (Thousand Dollars)","2019 Aug",637776
"521","Germany, Federal Republic Of (Thousand Dollars)","2019 Jul",665181
"522","Germany, Federal Republic Of (Thousand Dollars)","2019 Jun",596595
"523","Germany, Federal Republic Of (Thousand Dollars)","2019 May",681759
"524","Germany, Federal Republic Of (Thousand Dollars)","2019 Apr",677529
"525","Germany, Federal Republic Of (Thousand Dollars)","2019 Mar",722472
"526","Germany, Federal Republic Of (Thousand Dollars)","2019 Feb",678970
"527","Germany, Federal Republic Of (Thousand Dollars)","2019 Jan",796658
"528","Germany, Federal Republic Of (Thousand Dollars)","2018 Dec",662768
"529","Germany, Federal Republic Of (Thousand Dollars)","2018 Nov",732705
"530","Germany, Federal Republic Of (Thousand Dollars)","2018 Oct",776175
"531","Germany, Federal Republic Of (Thousand Dollars)","2018 Sep",820149
"532","Germany, Federal Republic Of (Thousand Dollars)","2018 Aug",816747
"533","Germany, Federal Republic Of (Thousand Dollars)","2018 Jul",793292
"534","Germany, Federal Republic Of (Thousand Dollars)","2018 Jun",689650
"535","Germany, Federal Republic Of (Thousand Dollars)","2018 May",689347
"536","Germany, Federal Republic Of (Thousand Dollars)","2018 Apr",648441
"537","Germany, Federal Republic Of (Thousand Dollars)","2018 Mar",712625
"538","Germany, Federal Republic Of (Thousand Dollars)","2018 Feb",616822
"539","Germany, Federal Republic Of (Thousand Dollars)","2018 Jan",698725
"540","Greece (Thousand Dollars)","2022 Jan",98550
"541","Greece (Thousand Dollars)","2021 Dec",110887
"542","Greece (Thousand Dollars)","2021 Nov",162931
"543","Greece (Thousand Dollars)","2021 Oct",91021
"544","Greece (Thousand Dollars)","2021 Sep",104392
"545","Greece (Thousand Dollars)","2021 Aug",92453
"546","Greece (Thousand Dollars)","2021 Jul",93224
"547","Greece (Thousand Dollars)","2021 Jun",89729
"548","Greece (Thousand Dollars)","2021 May",82596
"549","Greece (Thousand Dollars)","2021 Apr",127066
"550","Greece (Thousand Dollars)","2021 Mar",93626
"551","Greece (Thousand Dollars)","2021 Feb",121376
"552","Greece (Thousand Dollars)","2021 Jan",81434
"553","Greece (Thousand Dollars)","2020 Dec",106578
"554","Greece (Thousand Dollars)","2020 Nov",86709
"555","Greece (Thousand Dollars)","2020 Oct",77179
"556","Greece (Thousand Dollars)","2020 Sep",80952
"557","Greece (Thousand Dollars)","2020 Aug",79911
"558","Greece (Thousand Dollars)","2020 Jul",83073
"559","Greece (Thousand Dollars)","2020 Jun",83698
"560","Greece (Thousand Dollars)","2020 May",94435
"561","Greece (Thousand Dollars)","2020 Apr",90018
"562","Greece (Thousand Dollars)","2020 Mar",122867
"563","Greece (Thousand Dollars)","2020 Feb",164151
"564","Greece (Thousand Dollars)","2020 Jan",111978
"565","Greece (Thousand Dollars)","2019 Dec",52483
"566","Greece (Thousand Dollars)","2019 Nov",89984
"567","Greece (Thousand Dollars)","2019 Oct",103260
"568","Greece (Thousand Dollars)","2019 Sep",70956
"569","Greece (Thousand Dollars)","2019 Aug",97643
"570","Greece (Thousand Dollars)","2019 Jul",99937
"571","Greece (Thousand Dollars)","2019 Jun",108931
"572","Greece (Thousand Dollars)","2019 May",99698
"573","Greece (Thousand Dollars)","2019 Apr",108679
"574","Greece (Thousand Dollars)","2019 Mar",104322
"575","Greece (Thousand Dollars)","2019 Feb",141543
"576","Greece (Thousand Dollars)","2019 Jan",148957
"577","Greece (Thousand Dollars)","2018 Dec",133816
"578","Greece (Thousand Dollars)","2018 Nov",140033
"579","Greece (Thousand Dollars)","2018 Oct",113651
"580","Greece (Thousand Dollars)","2018 Sep",119281
"581","Greece (Thousand Dollars)","2018 Aug",102894
"582","Greece (Thousand Dollars)","2018 Jul",112893
"583","Greece (Thousand Dollars)","2018 Jun",117460
"584","Greece (Thousand Dollars)","2018 May",136528
"585","Greece (Thousand Dollars)","2018 Apr",97611
"586","Greece (Thousand Dollars)","2018 Mar",93919
"587","Greece (Thousand Dollars)","2018 Feb",124218
"588","Greece (Thousand Dollars)","2018 Jan",118214
"589","Ireland (Thousand Dollars)","2022 Jan",32085
"590","Ireland (Thousand Dollars)","2021 Dec",22400
"591","Ireland (Thousand Dollars)","2021 Nov",55726
"592","Ireland (Thousand Dollars)","2021 Oct",34508
"593","Ireland (Thousand Dollars)","2021 Sep",32235
"594","Ireland (Thousand Dollars)","2021 Aug",26744
"595","Ireland (Thousand Dollars)","2021 Jul",25801
"596","Ireland (Thousand Dollars)","2021 Jun",268595
"597","Ireland (Thousand Dollars)","2021 May",108373
"598","Ireland (Thousand Dollars)","2021 Apr",35605
"599","Ireland (Thousand Dollars)","2021 Mar",31978
"600","Ireland (Thousand Dollars)","2021 Feb",107426
"601","Ireland (Thousand Dollars)","2021 Jan",11134
"602","Ireland (Thousand Dollars)","2020 Dec",39043
"603","Ireland (Thousand Dollars)","2020 Nov",12943
"604","Ireland (Thousand Dollars)","2020 Oct",156489
"605","Ireland (Thousand Dollars)","2020 Sep",23969
"606","Ireland (Thousand Dollars)","2020 Aug",28713
"607","Ireland (Thousand Dollars)","2020 Jul",26511
"608","Ireland (Thousand Dollars)","2020 Jun",52091
"609","Ireland (Thousand Dollars)","2020 May",48372
"610","Ireland (Thousand Dollars)","2020 Apr",81404
"611","Ireland (Thousand Dollars)","2020 Mar",65351
"612","Ireland (Thousand Dollars)","2020 Feb",167639
"613","Ireland (Thousand Dollars)","2020 Jan",52272
"614","Ireland (Thousand Dollars)","2019 Dec",51855
"615","Ireland (Thousand Dollars)","2019 Nov",37105
"616","Ireland (Thousand Dollars)","2019 Oct",29955
"617","Ireland (Thousand Dollars)","2019 Sep",18348
"618","Ireland (Thousand Dollars)","2019 Aug",22930
"619","Ireland (Thousand Dollars)","2019 Jul",48834
"620","Ireland (Thousand Dollars)","2019 Jun",56440
"621","Ireland (Thousand Dollars)","2019 May",46114
"622","Ireland (Thousand Dollars)","2019 Apr",44239
"623","Ireland (Thousand Dollars)","2019 Mar",17395
"624","Ireland (Thousand Dollars)","2019 Feb",33801
"625","Ireland (Thousand Dollars)","2019 Jan",83634
"626","Ireland (Thousand Dollars)","2018 Dec",18733
"627","Ireland (Thousand Dollars)","2018 Nov",25028
"628","Ireland (Thousand Dollars)","2018 Oct",49539
"629","Ireland (Thousand Dollars)","2018 Sep",40495
"630","Ireland (Thousand Dollars)","2018 Aug",66542
"631","Ireland (Thousand Dollars)","2018 Jul",14946
"632","Ireland (Thousand Dollars)","2018 Jun",51098
"633","Ireland (Thousand Dollars)","2018 May",38985
"634","Ireland (Thousand Dollars)","2018 Apr",19999
"635","Ireland (Thousand Dollars)","2018 Mar",23946
"636","Ireland (Thousand Dollars)","2018 Feb",44696
"637","Ireland (Thousand Dollars)","2018 Jan",34583
"638","Italy (Thousand Dollars)","2022 Jan",114199
"639","Italy (Thousand Dollars)","2021 Dec",117893
"640","Italy (Thousand Dollars)","2021 Nov",94072
"641","Italy (Thousand Dollars)","2021 Oct",105439
"642","Italy (Thousand Dollars)","2021 Sep",92937
"643","Italy (Thousand Dollars)","2021 Aug",76819
"644","Italy (Thousand Dollars)","2021 Jul",110520
"645","Italy (Thousand Dollars)","2021 Jun",110337
"646","Italy (Thousand Dollars)","2021 May",101415
"647","Italy (Thousand Dollars)","2021 Apr",111104
"648","Italy (Thousand Dollars)","2021 Mar",89175
"649","Italy (Thousand Dollars)","2021 Feb",103583
"650","Italy (Thousand Dollars)","2021 Jan",70294
"651","Italy (Thousand Dollars)","2020 Dec",69085
"652","Italy (Thousand Dollars)","2020 Nov",58627
"653","Italy (Thousand Dollars)","2020 Oct",95575
"654","Italy (Thousand Dollars)","2020 Sep",95369
"655","Italy (Thousand Dollars)","2020 Aug",60203
"656","Italy (Thousand Dollars)","2020 Jul",90617
"657","Italy (Thousand Dollars)","2020 Jun",87036
"658","Italy (Thousand Dollars)","2020 May",56620
"659","Italy (Thousand Dollars)","2020 Apr",85844
"660","Italy (Thousand Dollars)","2020 Mar",66789
"661","Italy (Thousand Dollars)","2020 Feb",149231
"662","Italy (Thousand Dollars)","2020 Jan",96267
"663","Italy (Thousand Dollars)","2019 Dec",60013
"664","Italy (Thousand Dollars)","2019 Nov",63034
"665","Italy (Thousand Dollars)","2019 Oct",75656
"666","Italy (Thousand Dollars)","2019 Sep",99466
"667","Italy (Thousand Dollars)","2019 Aug",75998
"668","Italy (Thousand Dollars)","2019 Jul",79456
"669","Italy (Thousand Dollars)","2019 Jun",76213
"670","Italy (Thousand Dollars)","2019 May",111059
"671","Italy (Thousand Dollars)","2019 Apr",85858
"672","Italy (Thousand Dollars)","2019 Mar",153453
"673","Italy (Thousand Dollars)","2019 Feb",83283
"674","Italy (Thousand Dollars)","2019 Jan",87126
"675","Italy (Thousand Dollars)","2018 Dec",96435
"676","Italy (Thousand Dollars)","2018 Nov",79367
"677","Italy (Thousand Dollars)","2018 Oct",97087
"678","Italy (Thousand Dollars)","2018 Sep",107094
"679","Italy (Thousand Dollars)","2018 Aug",82112
"680","Italy (Thousand Dollars)","2018 Jul",84836
"681","Italy (Thousand Dollars)","2018 Jun",87725
"682","Italy (Thousand Dollars)","2018 May",105292
"683","Italy (Thousand Dollars)","2018 Apr",78752
"684","Italy (Thousand Dollars)","2018 Mar",133945
"685","Italy (Thousand Dollars)","2018 Feb",85574
"686","Italy (Thousand Dollars)","2018 Jan",93675
"687","Luxembourg (Thousand Dollars)","2022 Jan",10674
"688","Luxembourg (Thousand Dollars)","2021 Dec",9588
"689","Luxembourg (Thousand Dollars)","2021 Nov",11952
"690","Luxembourg (Thousand Dollars)","2021 Oct",4759
"691","Luxembourg (Thousand Dollars)","2021 Sep",10606
"692","Luxembourg (Thousand Dollars)","2021 Aug",20734
"693","Luxembourg (Thousand Dollars)","2021 Jul",8895
"694","Luxembourg (Thousand Dollars)","2021 Jun",6347
"695","Luxembourg (Thousand Dollars)","2021 May",17791
"696","Luxembourg (Thousand Dollars)","2021 Apr",23390
"697","Luxembourg (Thousand Dollars)","2021 Mar",11507
"698","Luxembourg (Thousand Dollars)","2021 Feb",9241
"699","Luxembourg (Thousand Dollars)","2021 Jan",29625
"700","Luxembourg (Thousand Dollars)","2020 Dec",20974
"701","Luxembourg (Thousand Dollars)","2020 Nov",22768
"702","Luxembourg (Thousand Dollars)","2020 Oct",10448
"703","Luxembourg (Thousand Dollars)","2020 Sep",6001
"704","Luxembourg (Thousand Dollars)","2020 Aug",10637
"705","Luxembourg (Thousand Dollars)","2020 Jul",47737
"706","Luxembourg (Thousand Dollars)","2020 Jun",12259
"707","Luxembourg (Thousand Dollars)","2020 May",13490
"708","Luxembourg (Thousand Dollars)","2020 Apr",11112
"709","Luxembourg (Thousand Dollars)","2020 Mar",4213
"710","Luxembourg (Thousand Dollars)","2020 Feb",29228
"711","Luxembourg (Thousand Dollars)","2020 Jan",33896
"712","Luxembourg (Thousand Dollars)","2019 Dec",12166
"713","Luxembourg (Thousand Dollars)","2019 Nov",11691
"714","Luxembourg (Thousand Dollars)","2019 Oct",10664
"715","Luxembourg (Thousand Dollars)","2019 Sep",8097
"716","Luxembourg (Thousand Dollars)","2019 Aug",15148
"717","Luxembourg (Thousand Dollars)","2019 Jul",19069
"718","Luxembourg (Thousand Dollars)","2019 Jun",13156
"719","Luxembourg (Thousand Dollars)","2019 May",13103
"720","Luxembourg (Thousand Dollars)","2019 Apr",19272
"721","Luxembourg (Thousand Dollars)","2019 Mar",15312
"722","Luxembourg (Thousand Dollars)","2019 Feb",10008
"723","Luxembourg (Thousand Dollars)","2019 Jan",26582
"724","Luxembourg (Thousand Dollars)","2018 Dec",28777
"725","Luxembourg (Thousand Dollars)","2018 Nov",23229
"726","Luxembourg (Thousand Dollars)","2018 Oct",13324
"727","Luxembourg (Thousand Dollars)","2018 Sep",10402
"728","Luxembourg (Thousand Dollars)","2018 Aug",6288
"729","Luxembourg (Thousand Dollars)","2018 Jul",6540
"730","Luxembourg (Thousand Dollars)","2018 Jun",18646
"731","Luxembourg (Thousand Dollars)","2018 May",4834
"732","Luxembourg (Thousand Dollars)","2018 Apr",5273
"733","Luxembourg (Thousand Dollars)","2018 Mar",3737
"734","Luxembourg (Thousand Dollars)","2018 Feb",11417
"735","Luxembourg (Thousand Dollars)","2018 Jan",5184
"736","Netherlands (Thousand Dollars)","2022 Jan",1133245
"737","Netherlands (Thousand Dollars)","2021 Dec",1090263
"738","Netherlands (Thousand Dollars)","2021 Nov",1192539
"739","Netherlands (Thousand Dollars)","2021 Oct",1162452
"740","Netherlands (Thousand Dollars)","2021 Sep",1129749
"741","Netherlands (Thousand Dollars)","2021 Aug",1126958
"742","Netherlands (Thousand Dollars)","2021 Jul",1008226
"743","Netherlands (Thousand Dollars)","2021 Jun",1033589
"744","Netherlands (Thousand Dollars)","2021 May",1248771
"745","Netherlands (Thousand Dollars)","2021 Apr",1074545
"746","Netherlands (Thousand Dollars)","2021 Mar",1220016
"747","Netherlands (Thousand Dollars)","2021 Feb",861007
"748","Netherlands (Thousand Dollars)","2021 Jan",920221
"749","Netherlands (Thousand Dollars)","2020 Dec",1090919
"750","Netherlands (Thousand Dollars)","2020 Nov",932838
"751","Netherlands (Thousand Dollars)","2020 Oct",1118627
"752","Netherlands (Thousand Dollars)","2020 Sep",1029741
"753","Netherlands (Thousand Dollars)","2020 Aug",1231532
"754","Netherlands (Thousand Dollars)","2020 Jul",1164695
"755","Netherlands (Thousand Dollars)","2020 Jun",1486744
"756","Netherlands (Thousand Dollars)","2020 May",1364868
"757","Netherlands (Thousand Dollars)","2020 Apr",1226948
"758","Netherlands (Thousand Dollars)","2020 Mar",1250263
"759","Netherlands (Thousand Dollars)","2020 Feb",1139493
"760","Netherlands (Thousand Dollars)","2020 Jan",1082003
"761","Netherlands (Thousand Dollars)","2019 Dec",924561
"762","Netherlands (Thousand Dollars)","2019 Nov",1085006
"763","Netherlands (Thousand Dollars)","2019 Oct",1014106
"764","Netherlands (Thousand Dollars)","2019 Sep",761725
"765","Netherlands (Thousand Dollars)","2019 Aug",866614
"766","Netherlands (Thousand Dollars)","2019 Jul",1108801
"767","Netherlands (Thousand Dollars)","2019 Jun",934829
"768","Netherlands (Thousand Dollars)","2019 May",1110456
"769","Netherlands (Thousand Dollars)","2019 Apr",781693
"770","Netherlands (Thousand Dollars)","2019 Mar",950939
"771","Netherlands (Thousand Dollars)","2019 Feb",957909
"772","Netherlands (Thousand Dollars)","2019 Jan",1226179
"773","Netherlands (Thousand Dollars)","2018 Dec",953352
"774","Netherlands (Thousand Dollars)","2018 Nov",1081974
"775","Netherlands (Thousand Dollars)","2018 Oct",937128
"776","Netherlands (Thousand Dollars)","2018 Sep",839334
"777","Netherlands (Thousand Dollars)","2018 Aug",1190028
"778","Netherlands (Thousand Dollars)","2018 Jul",1029855
"779","Netherlands (Thousand Dollars)","2018 Jun",914335
"780","Netherlands (Thousand Dollars)","2018 May",1035440
"781","Netherlands (Thousand Dollars)","2018 Apr",1044722
"782","Netherlands (Thousand Dollars)","2018 Mar",977582
"783","Netherlands (Thousand Dollars)","2018 Feb",946138
"784","Netherlands (Thousand Dollars)","2018 Jan",1071140
"785","United Kingdom (Thousand Dollars)","2022 Jan",330083
"786","United Kingdom (Thousand Dollars)","2021 Dec",324315
"787","United Kingdom (Thousand Dollars)","2021 Nov",385453
"788","United Kingdom (Thousand Dollars)","2021 Oct",380694
"789","United Kingdom (Thousand Dollars)","2021 Sep",383558
"790","United Kingdom (Thousand Dollars)","2021 Aug",628301
"791","United Kingdom (Thousand Dollars)","2021 Jul",498178
"792","United Kingdom (Thousand Dollars)","2021 Jun",355144
"793","United Kingdom (Thousand Dollars)","2021 May",364775
"794","United Kingdom (Thousand Dollars)","2021 Apr",336185
"795","United Kingdom (Thousand Dollars)","2021 Mar",372084
"796","United Kingdom (Thousand Dollars)","2021 Feb",304588
"797","United Kingdom (Thousand Dollars)","2021 Jan",317961
"798","United Kingdom (Thousand Dollars)","2020 Dec",294080
"799","United Kingdom (Thousand Dollars)","2020 Nov",236817
"800","United Kingdom (Thousand Dollars)","2020 Oct",265371
"801","United Kingdom (Thousand Dollars)","2020 Sep",670230
"802","United Kingdom (Thousand Dollars)","2020 Aug",1174141
"803","United Kingdom (Thousand Dollars)","2020 Jul",283611
"804","United Kingdom (Thousand Dollars)","2020 Jun",1006811
"805","United Kingdom (Thousand Dollars)","2020 May",296497
"806","United Kingdom (Thousand Dollars)","2020 Apr",440803
"807","United Kingdom (Thousand Dollars)","2020 Mar",397029
"808","United Kingdom (Thousand Dollars)","2020 Feb",422200
"809","United Kingdom (Thousand Dollars)","2020 Jan",362682
"810","United Kingdom (Thousand Dollars)","2019 Dec",371352
"811","United Kingdom (Thousand Dollars)","2019 Nov",426137
"812","United Kingdom (Thousand Dollars)","2019 Oct",805061
"813","United Kingdom (Thousand Dollars)","2019 Sep",398734
"814","United Kingdom (Thousand Dollars)","2019 Aug",683087
