"","Data Series","Time","Exports"
"3203","Saudi Arabia (Thousand Dollars)","2020 Aug",119236
"3204","Saudi Arabia (Thousand Dollars)","2020 Jul",146683
"3205","Saudi Arabia (Thousand Dollars)","2020 Jun",128019
"3206","Saudi Arabia (Thousand Dollars)","2020 May",76943
"3207","Saudi Arabia (Thousand Dollars)","2020 Apr",84083
"3208","Saudi Arabia (Thousand Dollars)","2020 Mar",90619
"3209","Saudi Arabia (Thousand Dollars)","2020 Feb",115931
"3210","Saudi Arabia (Thousand Dollars)","2020 Jan",109237
"3211","Saudi Arabia (Thousand Dollars)","2019 Dec",79858
"3212","Saudi Arabia (Thousand Dollars)","2019 Nov",89410
"3213","Saudi Arabia (Thousand Dollars)","2019 Oct",85171
"3214","Saudi Arabia (Thousand Dollars)","2019 Sep",241087
"3215","Saudi Arabia (Thousand Dollars)","2019 Aug",98057
"3216","Saudi Arabia (Thousand Dollars)","2019 Jul",87015
"3217","Saudi Arabia (Thousand Dollars)","2019 Jun",68971
"3218","Saudi Arabia (Thousand Dollars)","2019 May",86145
"3219","Saudi Arabia (Thousand Dollars)","2019 Apr",80613
"3220","Saudi Arabia (Thousand Dollars)","2019 Mar",255074
"3221","Saudi Arabia (Thousand Dollars)","2019 Feb",54723
"3222","Saudi Arabia (Thousand Dollars)","2019 Jan",74020
"3223","Saudi Arabia (Thousand Dollars)","2018 Dec",134242
"3224","Saudi Arabia (Thousand Dollars)","2018 Nov",62274
"3225","Saudi Arabia (Thousand Dollars)","2018 Oct",76089
"3226","Saudi Arabia (Thousand Dollars)","2018 Sep",73077
"3227","Saudi Arabia (Thousand Dollars)","2018 Aug",132033
"3228","Saudi Arabia (Thousand Dollars)","2018 Jul",81445
"3229","Saudi Arabia (Thousand Dollars)","2018 Jun",69990
"3230","Saudi Arabia (Thousand Dollars)","2018 May",72577
"3231","Saudi Arabia (Thousand Dollars)","2018 Apr",86034
"3232","Saudi Arabia (Thousand Dollars)","2018 Mar",89252
"3233","Saudi Arabia (Thousand Dollars)","2018 Feb",70518
"3234","Saudi Arabia (Thousand Dollars)","2018 Jan",68954
"3235","Syrian Arab Republic (Thousand Dollars)","2022 Jan",54
"3236","Syrian Arab Republic (Thousand Dollars)","2021 Dec",0
"3237","Syrian Arab Republic (Thousand Dollars)","2021 Nov",263
"3238","Syrian Arab Republic (Thousand Dollars)","2021 Oct",576
"3239","Syrian Arab Republic (Thousand Dollars)","2021 Sep",52
"3240","Syrian Arab Republic (Thousand Dollars)","2021 Aug",488
"3241","Syrian Arab Republic (Thousand Dollars)","2021 Jul",243
"3242","Syrian Arab Republic (Thousand Dollars)","2021 Jun",0
"3243","Syrian Arab Republic (Thousand Dollars)","2021 May",260
"3244","Syrian Arab Republic (Thousand Dollars)","2021 Apr",836
"3245","Syrian Arab Republic (Thousand Dollars)","2021 Mar",0
"3246","Syrian Arab Republic (Thousand Dollars)","2021 Feb",12
"3247","Syrian Arab Republic (Thousand Dollars)","2021 Jan",124
"3248","Syrian Arab Republic (Thousand Dollars)","2020 Dec",1
"3249","Syrian Arab Republic (Thousand Dollars)","2020 Nov",256
"3250","Syrian Arab Republic (Thousand Dollars)","2020 Oct",6
"3251","Syrian Arab Republic (Thousand Dollars)","2020 Sep",296
"3252","Syrian Arab Republic (Thousand Dollars)","2020 Aug",647
"3253","Syrian Arab Republic (Thousand Dollars)","2020 Jul",680
"3254","Syrian Arab Republic (Thousand Dollars)","2020 Jun",1525
"3255","Syrian Arab Republic (Thousand Dollars)","2020 May",1977
"3256","Syrian Arab Republic (Thousand Dollars)","2020 Apr",42
"3257","Syrian Arab Republic (Thousand Dollars)","2020 Mar",757
"3258","Syrian Arab Republic (Thousand Dollars)","2020 Feb",1046
"3259","Syrian Arab Republic (Thousand Dollars)","2020 Jan",218
"3260","Syrian Arab Republic (Thousand Dollars)","2019 Dec",1406
"3261","Syrian Arab Republic (Thousand Dollars)","2019 Nov",1184
"3262","Syrian Arab Republic (Thousand Dollars)","2019 Oct",620
"3263","Syrian Arab Republic (Thousand Dollars)","2019 Sep",476
"3264","Syrian Arab Republic (Thousand Dollars)","2019 Aug",662
"3265","Syrian Arab Republic (Thousand Dollars)","2019 Jul",330
"3266","Syrian Arab Republic (Thousand Dollars)","2019 Jun",353
"3267","Syrian Arab Republic (Thousand Dollars)","2019 May",607
"3268","Syrian Arab Republic (Thousand Dollars)","2019 Apr",908
"3269","Syrian Arab Republic (Thousand Dollars)","2019 Mar",1417
"3270","Syrian Arab Republic (Thousand Dollars)","2019 Feb",134
"3271","Syrian Arab Republic (Thousand Dollars)","2019 Jan",691
"3272","Syrian Arab Republic (Thousand Dollars)","2018 Dec",1196
"3273","Syrian Arab Republic (Thousand Dollars)","2018 Nov",985
"3274","Syrian Arab Republic (Thousand Dollars)","2018 Oct",1766
"3275","Syrian Arab Republic (Thousand Dollars)","2018 Sep",817
"3276","Syrian Arab Republic (Thousand Dollars)","2018 Aug",1401
"3277","Syrian Arab Republic (Thousand Dollars)","2018 Jul",1652
"3278","Syrian Arab Republic (Thousand Dollars)","2018 Jun",1028
"3279","Syrian Arab Republic (Thousand Dollars)","2018 May",731
"3280","Syrian Arab Republic (Thousand Dollars)","2018 Apr",929
"3281","Syrian Arab Republic (Thousand Dollars)","2018 Mar",946
"3282","Syrian Arab Republic (Thousand Dollars)","2018 Feb",943
"3283","Syrian Arab Republic (Thousand Dollars)","2018 Jan",597
"3284","United Arab Emirates (Thousand Dollars)","2022 Jan",810537
"3285","United Arab Emirates (Thousand Dollars)","2021 Dec",504715
"3286","United Arab Emirates (Thousand Dollars)","2021 Nov",572477
"3287","United Arab Emirates (Thousand Dollars)","2021 Oct",490172
"3288","United Arab Emirates (Thousand Dollars)","2021 Sep",487901
"3289","United Arab Emirates (Thousand Dollars)","2021 Aug",367587
"3290","United Arab Emirates (Thousand Dollars)","2021 Jul",345748
"3291","United Arab Emirates (Thousand Dollars)","2021 Jun",431532
"3292","United Arab Emirates (Thousand Dollars)","2021 May",353291
"3293","United Arab Emirates (Thousand Dollars)","2021 Apr",418939
"3294","United Arab Emirates (Thousand Dollars)","2021 Mar",529311
"3295","United Arab Emirates (Thousand Dollars)","2021 Feb",529671
"3296","United Arab Emirates (Thousand Dollars)","2021 Jan",362485
"3297","United Arab Emirates (Thousand Dollars)","2020 Dec",386777
"3298","United Arab Emirates (Thousand Dollars)","2020 Nov",386238
"3299","United Arab Emirates (Thousand Dollars)","2020 Oct",359902
"3300","United Arab Emirates (Thousand Dollars)","2020 Sep",319082
"3301","United Arab Emirates (Thousand Dollars)","2020 Aug",424018
"3302","United Arab Emirates (Thousand Dollars)","2020 Jul",269358
"3303","United Arab Emirates (Thousand Dollars)","2020 Jun",261461
"3304","United Arab Emirates (Thousand Dollars)","2020 May",190829
"3305","United Arab Emirates (Thousand Dollars)","2020 Apr",219470
"3306","United Arab Emirates (Thousand Dollars)","2020 Mar",411904
"3307","United Arab Emirates (Thousand Dollars)","2020 Feb",524626
"3308","United Arab Emirates (Thousand Dollars)","2020 Jan",457369
"3309","United Arab Emirates (Thousand Dollars)","2019 Dec",440782
"3310","United Arab Emirates (Thousand Dollars)","2019 Nov",445110
"3311","United Arab Emirates (Thousand Dollars)","2019 Oct",483763
"3312","United Arab Emirates (Thousand Dollars)","2019 Sep",467145
"3313","United Arab Emirates (Thousand Dollars)","2019 Aug",520245
"3314","United Arab Emirates (Thousand Dollars)","2019 Jul",466984
"3315","United Arab Emirates (Thousand Dollars)","2019 Jun",556583
"3316","United Arab Emirates (Thousand Dollars)","2019 May",404675
"3317","United Arab Emirates (Thousand Dollars)","2019 Apr",418180
"3318","United Arab Emirates (Thousand Dollars)","2019 Mar",459388
"3319","United Arab Emirates (Thousand Dollars)","2019 Feb",417516
"3320","United Arab Emirates (Thousand Dollars)","2019 Jan",455463
"3321","United Arab Emirates (Thousand Dollars)","2018 Dec",402098
"3322","United Arab Emirates (Thousand Dollars)","2018 Nov",363636
"3323","United Arab Emirates (Thousand Dollars)","2018 Oct",444264
"3324","United Arab Emirates (Thousand Dollars)","2018 Sep",396575
"3325","United Arab Emirates (Thousand Dollars)","2018 Aug",321177
"3326","United Arab Emirates (Thousand Dollars)","2018 Jul",421071
"3327","United Arab Emirates (Thousand Dollars)","2018 Jun",614158
"3328","United Arab Emirates (Thousand Dollars)","2018 May",391033
"3329","United Arab Emirates (Thousand Dollars)","2018 Apr",424635
"3330","United Arab Emirates (Thousand Dollars)","2018 Mar",490246
"3331","United Arab Emirates (Thousand Dollars)","2018 Feb",385951
"3332","United Arab Emirates (Thousand Dollars)","2018 Jan",354754
"3333","Yemen (Thousand Dollars)","2022 Jan",889
"3334","Yemen (Thousand Dollars)","2021 Dec",1590
"3335","Yemen (Thousand Dollars)","2021 Nov",594
"3336","Yemen (Thousand Dollars)","2021 Oct",694
"3337","Yemen (Thousand Dollars)","2021 Sep",1096
"3338","Yemen (Thousand Dollars)","2021 Aug",1509
"3339","Yemen (Thousand Dollars)","2021 Jul",619
"3340","Yemen (Thousand Dollars)","2021 Jun",1093
"3341","Yemen (Thousand Dollars)","2021 May",905
"3342","Yemen (Thousand Dollars)","2021 Apr",1687
"3343","Yemen (Thousand Dollars)","2021 Mar",1737
"3344","Yemen (Thousand Dollars)","2021 Feb",1024
"3345","Yemen (Thousand Dollars)","2021 Jan",2760
"3346","Yemen (Thousand Dollars)","2020 Dec",585
"3347","Yemen (Thousand Dollars)","2020 Nov",1927
"3348","Yemen (Thousand Dollars)","2020 Oct",2007
"3349","Yemen (Thousand Dollars)","2020 Sep",1350
"3350","Yemen (Thousand Dollars)","2020 Aug",330
"3351","Yemen (Thousand Dollars)","2020 Jul",1444
"3352","Yemen (Thousand Dollars)","2020 Jun",681
"3353","Yemen (Thousand Dollars)","2020 May",640
"3354","Yemen (Thousand Dollars)","2020 Apr",861
"3355","Yemen (Thousand Dollars)","2020 Mar",3334
"3356","Yemen (Thousand Dollars)","2020 Feb",1554
"3357","Yemen (Thousand Dollars)","2020 Jan",720
"3358","Yemen (Thousand Dollars)","2019 Dec",1709
"3359","Yemen (Thousand Dollars)","2019 Nov",623
"3360","Yemen (Thousand Dollars)","2019 Oct",1422
"3361","Yemen (Thousand Dollars)","2019 Sep",2708
"3362","Yemen (Thousand Dollars)","2019 Aug",1790
"3363","Yemen (Thousand Dollars)","2019 Jul",1273
"3364","Yemen (Thousand Dollars)","2019 Jun",1108
"3365","Yemen (Thousand Dollars)","2019 May",995
"3366","Yemen (Thousand Dollars)","2019 Apr",2369
"3367","Yemen (Thousand Dollars)","2019 Mar",1065
"3368","Yemen (Thousand Dollars)","2019 Feb",800
"3369","Yemen (Thousand Dollars)","2019 Jan",569
"3370","Yemen (Thousand Dollars)","2018 Dec",88
"3371","Yemen (Thousand Dollars)","2018 Nov",1721
"3372","Yemen (Thousand Dollars)","2018 Oct",1225
"3373","Yemen (Thousand Dollars)","2018 Sep",1679
"3374","Yemen (Thousand Dollars)","2018 Aug",1515
"3375","Yemen (Thousand Dollars)","2018 Jul",903
"3376","Yemen (Thousand Dollars)","2018 Jun",907
"3377","Yemen (Thousand Dollars)","2018 May",1494
"3378","Yemen (Thousand Dollars)","2018 Apr",969
"3379","Yemen (Thousand Dollars)","2018 Mar",1882
"3380","Yemen (Thousand Dollars)","2018 Feb",668
"3381","Yemen (Thousand Dollars)","2018 Jan",556
"3382","Yemen Democratic (Thousand Dollars)","2022 Jan",0
"3383","Yemen Democratic (Thousand Dollars)","2021 Dec",0
"3384","Yemen Democratic (Thousand Dollars)","2021 Nov",0
"3385","Yemen Democratic (Thousand Dollars)","2021 Oct",0
"3386","Yemen Democratic (Thousand Dollars)","2021 Sep",0
"3387","Yemen Democratic (Thousand Dollars)","2021 Aug",0
"3388","Yemen Democratic (Thousand Dollars)","2021 Jul",0
"3389","Yemen Democratic (Thousand Dollars)","2021 Jun",0
"3390","Yemen Democratic (Thousand Dollars)","2021 May",0
"3391","Yemen Democratic (Thousand Dollars)","2021 Apr",0
"3392","Yemen Democratic (Thousand Dollars)","2021 Mar",0
"3393","Yemen Democratic (Thousand Dollars)","2021 Feb",0
"3394","Yemen Democratic (Thousand Dollars)","2021 Jan",0
"3395","Yemen Democratic (Thousand Dollars)","2020 Dec",0
"3396","Yemen Democratic (Thousand Dollars)","2020 Nov",0
"3397","Yemen Democratic (Thousand Dollars)","2020 Oct",0
"3398","Yemen Democratic (Thousand Dollars)","2020 Sep",0
"3399","Yemen Democratic (Thousand Dollars)","2020 Aug",0
"3400","Yemen Democratic (Thousand Dollars)","2020 Jul",0
"3401","Yemen Democratic (Thousand Dollars)","2020 Jun",0
"3402","Yemen Democratic (Thousand Dollars)","2020 May",0
"3403","Yemen Democratic (Thousand Dollars)","2020 Apr",0
"3404","Yemen Democratic (Thousand Dollars)","2020 Mar",0
"3405","Yemen Democratic (Thousand Dollars)","2020 Feb",0
"3406","Yemen Democratic (Thousand Dollars)","2020 Jan",0
"3407","Yemen Democratic (Thousand Dollars)","2019 Dec",0
"3408","Yemen Democratic (Thousand Dollars)","2019 Nov",0
"3409","Yemen Democratic (Thousand Dollars)","2019 Oct",0
"3410","Yemen Democratic (Thousand Dollars)","2019 Sep",0
"3411","Yemen Democratic (Thousand Dollars)","2019 Aug",0
"3412","Yemen Democratic (Thousand Dollars)","2019 Jul",0
"3413","Yemen Democratic (Thousand Dollars)","2019 Jun",0
"3414","Yemen Democratic (Thousand Dollars)","2019 May",0
"3415","Yemen Democratic (Thousand Dollars)","2019 Apr",0
"3416","Yemen Democratic (Thousand Dollars)","2019 Mar",0
"3417","Yemen Democratic (Thousand Dollars)","2019 Feb",0
"3418","Yemen Democratic (Thousand Dollars)","2019 Jan",0
"3419","Yemen Democratic (Thousand Dollars)","2018 Dec",0
"3420","Yemen Democratic (Thousand Dollars)","2018 Nov",0
"3421","Yemen Democratic (Thousand Dollars)","2018 Oct",0
"3422","Yemen Democratic (Thousand Dollars)","2018 Sep",0
"3423","Yemen Democratic (Thousand Dollars)","2018 Aug",0
"3424","Yemen Democratic (Thousand Dollars)","2018 Jul",0
"3425","Yemen Democratic (Thousand Dollars)","2018 Jun",0
"3426","Yemen Democratic (Thousand Dollars)","2018 May",0
"3427","Yemen Democratic (Thousand Dollars)","2018 Apr",0
"3428","Yemen Democratic (Thousand Dollars)","2018 Mar",0
"3429","Yemen Democratic (Thousand Dollars)","2018 Feb",0
"3430","Yemen Democratic (Thousand Dollars)","2018 Jan",0
"3431","Canada (Thousand Dollars)","2022 Jan",120336
"3432","Canada (Thousand Dollars)","2021 Dec",121091
"3433","Canada (Thousand Dollars)","2021 Nov",100868
"3434","Canada (Thousand Dollars)","2021 Oct",162562
"3435","Canada (Thousand Dollars)","2021 Sep",102241
"3436","Canada (Thousand Dollars)","2021 Aug",64976
"3437","Canada (Thousand Dollars)","2021 Jul",70533
"3438","Canada (Thousand Dollars)","2021 Jun",64928
"3439","Canada (Thousand Dollars)","2021 May",56833
"3440","Canada (Thousand Dollars)","2021 Apr",73612
"3441","Canada (Thousand Dollars)","2021 Mar",81613
"3442","Canada (Thousand Dollars)","2021 Feb",53698
"3443","Canada (Thousand Dollars)","2021 Jan",57019
"3444","Canada (Thousand Dollars)","2020 Dec",138534
"3445","Canada (Thousand Dollars)","2020 Nov",220004
"3446","Canada (Thousand Dollars)","2020 Oct",76252
"3447","Canada (Thousand Dollars)","2020 Sep",62009
"3448","Canada (Thousand Dollars)","2020 Aug",75216
"3449","Canada (Thousand Dollars)","2020 Jul",62895
"3450","Canada (Thousand Dollars)","2020 Jun",93620
"3451","Canada (Thousand Dollars)","2020 May",53696
"3452","Canada (Thousand Dollars)","2020 Apr",99261
"3453","Canada (Thousand Dollars)","2020 Mar",92034
"3454","Canada (Thousand Dollars)","2020 Feb",347609
"3455","Canada (Thousand Dollars)","2020 Jan",206609
"3456","Canada (Thousand Dollars)","2019 Dec",198126
"3457","Canada (Thousand Dollars)","2019 Nov",85623
"3458","Canada (Thousand Dollars)","2019 Oct",225200
"3459","Canada (Thousand Dollars)","2019 Sep",164142
"3460","Canada (Thousand Dollars)","2019 Aug",106867
"3461","Canada (Thousand Dollars)","2019 Jul",137938
"3462","Canada (Thousand Dollars)","2019 Jun",102551
"3463","Canada (Thousand Dollars)","2019 May",104150
"3464","Canada (Thousand Dollars)","2019 Apr",95090
"3465","Canada (Thousand Dollars)","2019 Mar",93027
"3466","Canada (Thousand Dollars)","2019 Feb",98795
"3467","Canada (Thousand Dollars)","2019 Jan",125731
"3468","Canada (Thousand Dollars)","2018 Dec",75893
"3469","Canada (Thousand Dollars)","2018 Nov",115535
"3470","Canada (Thousand Dollars)","2018 Oct",118068
"3471","Canada (Thousand Dollars)","2018 Sep",101217
"3472","Canada (Thousand Dollars)","2018 Aug",151726
"3473","Canada (Thousand Dollars)","2018 Jul",89503
"3474","Canada (Thousand Dollars)","2018 Jun",80743
"3475","Canada (Thousand Dollars)","2018 May",136815
"3476","Canada (Thousand Dollars)","2018 Apr",80488
"3477","Canada (Thousand Dollars)","2018 Mar",151909
"3478","Canada (Thousand Dollars)","2018 Feb",59918
"3479","Canada (Thousand Dollars)","2018 Jan",114551
"3480","Puerto Rico (Thousand Dollars)","2022 Jan",61126
"3481","Puerto Rico (Thousand Dollars)","2021 Dec",50839
"3482","Puerto Rico (Thousand Dollars)","2021 Nov",71697
"3483","Puerto Rico (Thousand Dollars)","2021 Oct",58921
"3484","Puerto Rico (Thousand Dollars)","2021 Sep",66397
"3485","Puerto Rico (Thousand Dollars)","2021 Aug",61679
"3486","Puerto Rico (Thousand Dollars)","2021 Jul",153908
"3487","Puerto Rico (Thousand Dollars)","2021 Jun",202000
"3488","Puerto Rico (Thousand Dollars)","2021 May",174375
"3489","Puerto Rico (Thousand Dollars)","2021 Apr",204614
"3490","Puerto Rico (Thousand Dollars)","2021 Mar",53094
"3491","Puerto Rico (Thousand Dollars)","2021 Feb",174228
"3492","Puerto Rico (Thousand Dollars)","2021 Jan",119996
"3493","Puerto Rico (Thousand Dollars)","2020 Dec",21145
"3494","Puerto Rico (Thousand Dollars)","2020 Nov",98322
"3495","Puerto Rico (Thousand Dollars)","2020 Oct",75095
"3496","Puerto Rico (Thousand Dollars)","2020 Sep",58576
"3497","Puerto Rico (Thousand Dollars)","2020 Aug",108383
"3498","Puerto Rico (Thousand Dollars)","2020 Jul",86994
"3499","Puerto Rico (Thousand Dollars)","2020 Jun",101227
"3500","Puerto Rico (Thousand Dollars)","2020 May",213163
"3501","Puerto Rico (Thousand Dollars)","2020 Apr",214925
"3502","Puerto Rico (Thousand Dollars)","2020 Mar",126074
"3503","Puerto Rico (Thousand Dollars)","2020 Feb",141569
"3504","Puerto Rico (Thousand Dollars)","2020 Jan",210260
"3505","Puerto Rico (Thousand Dollars)","2019 Dec",20744
"3506","Puerto Rico (Thousand Dollars)","2019 Nov",79222
"3507","Puerto Rico (Thousand Dollars)","2019 Oct",121870
"3508","Puerto Rico (Thousand Dollars)","2019 Sep",199617
"3509","Puerto Rico (Thousand Dollars)","2019 Aug",242620
"3510","Puerto Rico (Thousand Dollars)","2019 Jul",207045
"3511","Puerto Rico (Thousand Dollars)","2019 Jun",158305
"3512","Puerto Rico (Thousand Dollars)","2019 May",170032
"3513","Puerto Rico (Thousand Dollars)","2019 Apr",98381
"3514","Puerto Rico (Thousand Dollars)","2019 Mar",46370
"3515","Puerto Rico (Thousand Dollars)","2019 Feb",71764
"3516","Puerto Rico (Thousand Dollars)","2019 Jan",204140
"3517","Puerto Rico (Thousand Dollars)","2018 Dec",139427
"3518","Puerto Rico (Thousand Dollars)","2018 Nov",149396
"3519","Puerto Rico (Thousand Dollars)","2018 Oct",170125
"3520","Puerto Rico (Thousand Dollars)","2018 Sep",145807
"3521","Puerto Rico (Thousand Dollars)","2018 Aug",146095
"3522","Puerto Rico (Thousand Dollars)","2018 Jul",137007
"3523","Puerto Rico (Thousand Dollars)","2018 Jun",111322
"3524","Puerto Rico (Thousand Dollars)","2018 May",162590
"3525","Puerto Rico (Thousand Dollars)","2018 Apr",141876
"3526","Puerto Rico (Thousand Dollars)","2018 Mar",166517
"3527","Puerto Rico (Thousand Dollars)","2018 Feb",67715
"3528","Puerto Rico (Thousand Dollars)","2018 Jan",117288
"3529","United States (Thousand Dollars)","2022 Jan",5203721
"3530","United States (Thousand Dollars)","2021 Dec",4684874
"3531","United States (Thousand Dollars)","2021 Nov",4604658
"3532","United States (Thousand Dollars)","2021 Oct",4433961
"3533","United States (Thousand Dollars)","2021 Sep",4361404
"3534","United States (Thousand Dollars)","2021 Aug",4240841
"3535","United States (Thousand Dollars)","2021 Jul",3923594
"3536","United States (Thousand Dollars)","2021 Jun",4191522
"3537","United States (Thousand Dollars)","2021 May",4520742
"3538","United States (Thousand Dollars)","2021 Apr",4298002
"3539","United States (Thousand Dollars)","2021 Mar",4526456
"3540","United States (Thousand Dollars)","2021 Feb",3789887
"3541","United States (Thousand Dollars)","2021 Jan",3808376
"3542","United States (Thousand Dollars)","2020 Dec",4720384
"3543","United States (Thousand Dollars)","2020 Nov",4297062
"3544","United States (Thousand Dollars)","2020 Oct",4051550
"3545","United States (Thousand Dollars)","2020 Sep",3842487
"3546","United States (Thousand Dollars)","2020 Aug",3846306
"3547","United States (Thousand Dollars)","2020 Jul",5935191
"3548","United States (Thousand Dollars)","2020 Jun",4015195
"3549","United States (Thousand Dollars)","2020 May",4933943
"3550","United States (Thousand Dollars)","2020 Apr",5439082
"3551","United States (Thousand Dollars)","2020 Mar",4782306
"3552","United States (Thousand Dollars)","2020 Feb",4258825
"3553","United States (Thousand Dollars)","2020 Jan",3929020
"3554","United States (Thousand Dollars)","2019 Dec",3812343
"3555","United States (Thousand Dollars)","2019 Nov",3919479
"3556","United States (Thousand Dollars)","2019 Oct",3691126
"3557","United States (Thousand Dollars)","2019 Sep",3484412
"3558","United States (Thousand Dollars)","2019 Aug",3421681
"3559","United States (Thousand Dollars)","2019 Jul",3941283
"3560","United States (Thousand Dollars)","2019 Jun",3675278
"3561","United States (Thousand Dollars)","2019 May",4329087
"3562","United States (Thousand Dollars)","2019 Apr",3749563
"3563","United States (Thousand Dollars)","2019 Mar",4207990
"3564","United States (Thousand Dollars)","2019 Feb",3367504
"3565","United States (Thousand Dollars)","2019 Jan",3711954
"3566","United States (Thousand Dollars)","2018 Dec",3369012
"3567","United States (Thousand Dollars)","2018 Nov",3478195
"3568","United States (Thousand Dollars)","2018 Oct",3666970
"3569","United States (Thousand Dollars)","2018 Sep",3622251
"3570","United States (Thousand Dollars)","2018 Aug",3669578
"3571","United States (Thousand Dollars)","2018 Jul",3538551
"3572","United States (Thousand Dollars)","2018 Jun",3390319
"3573","United States (Thousand Dollars)","2018 May",3623879
"3574","United States (Thousand Dollars)","2018 Apr",3394269
"3575","United States (Thousand Dollars)","2018 Mar",3381573
"3576","United States (Thousand Dollars)","2018 Feb",2980408
"3577","United States (Thousand Dollars)","2018 Jan",3230484
"3578","Argentina (Thousand Dollars)","2022 Jan",21644
"3579","Argentina (Thousand Dollars)","2021 Dec",20157
"3580","Argentina (Thousand Dollars)","2021 Nov",14505
"3581","Argentina (Thousand Dollars)","2021 Oct",19245
"3582","Argentina (Thousand Dollars)","2021 Sep",14142
"3583","Argentina (Thousand Dollars)","2021 Aug",30823
"3584","Argentina (Thousand Dollars)","2021 Jul",15396
"3585","Argentina (Thousand Dollars)","2021 Jun",14710
"3586","Argentina (Thousand Dollars)","2021 May",12881
"3587","Argentina (Thousand Dollars)","2021 Apr",9823
"3588","Argentina (Thousand Dollars)","2021 Mar",27130
"3589","Argentina (Thousand Dollars)","2021 Feb",25397
"3590","Argentina (Thousand Dollars)","2021 Jan",15448
"3591","Argentina (Thousand Dollars)","2020 Dec",13991
"3592","Argentina (Thousand Dollars)","2020 Nov",24262
"3593","Argentina (Thousand Dollars)","2020 Oct",24618
"3594","Argentina (Thousand Dollars)","2020 Sep",19813
"3595","Argentina (Thousand Dollars)","2020 Aug",18869
"3596","Argentina (Thousand Dollars)","2020 Jul",22679
"3597","Argentina (Thousand Dollars)","2020 Jun",17948
"3598","Argentina (Thousand Dollars)","2020 May",8026
"3599","Argentina (Thousand Dollars)","2020 Apr",19985
"3600","Argentina (Thousand Dollars)","2020 Mar",9210
"3601","Argentina (Thousand Dollars)","2020 Feb",14307
"3602","Argentina (Thousand Dollars)","2020 Jan",21408
"3603","Argentina (Thousand Dollars)","2019 Dec",9361
"3604","Argentina (Thousand Dollars)","2019 Nov",11638
"3605","Argentina (Thousand Dollars)","2019 Oct",21951
"3606","Argentina (Thousand Dollars)","2019 Sep",12063
"3607","Argentina (Thousand Dollars)","2019 Aug",15725
"3608","Argentina (Thousand Dollars)","2019 Jul",16331
"3609","Argentina (Thousand Dollars)","2019 Jun",23371
"3610","Argentina (Thousand Dollars)","2019 May",17043
"3611","Argentina (Thousand Dollars)","2019 Apr",16617
"3612","Argentina (Thousand Dollars)","2019 Mar",13170
"3613","Argentina (Thousand Dollars)","2019 Feb",8007
"3614","Argentina (Thousand Dollars)","2019 Jan",13598
"3615","Argentina (Thousand Dollars)","2018 Dec",12313
"3616","Argentina (Thousand Dollars)","2018 Nov",15500
"3617","Argentina (Thousand Dollars)","2018 Oct",9918
"3618","Argentina (Thousand Dollars)","2018 Sep",18606
"3619","Argentina (Thousand Dollars)","2018 Aug",14172
"3620","Argentina (Thousand Dollars)","2018 Jul",8491
"3621","Argentina (Thousand Dollars)","2018 Jun",12941
"3622","Argentina (Thousand Dollars)","2018 May",10741
"3623","Argentina (Thousand Dollars)","2018 Apr",14092
"3624","Argentina (Thousand Dollars)","2018 Mar",11123
"3625","Argentina (Thousand Dollars)","2018 Feb",10584
"3626","Argentina (Thousand Dollars)","2018 Jan",9563
"3627","Brazil (Thousand Dollars)","2022 Jan",241279
"3628","Brazil (Thousand Dollars)","2021 Dec",213101
"3629","Brazil (Thousand Dollars)","2021 Nov",208240
"3630","Brazil (Thousand Dollars)","2021 Oct",189878
"3631","Brazil (Thousand Dollars)","2021 Sep",237400
"3632","Brazil (Thousand Dollars)","2021 Aug",222820
"3633","Brazil (Thousand Dollars)","2021 Jul",172383
"3634","Brazil (Thousand Dollars)","2021 Jun",148807
"3635","Brazil (Thousand Dollars)","2021 May",166752
"3636","Brazil (Thousand Dollars)","2021 Apr",182993
"3637","Brazil (Thousand Dollars)","2021 Mar",153024
"3638","Brazil (Thousand Dollars)","2021 Feb",135666
"3639","Brazil (Thousand Dollars)","2021 Jan",133207
"3640","Brazil (Thousand Dollars)","2020 Dec",123050
"3641","Brazil (Thousand Dollars)","2020 Nov",120289
"3642","Brazil (Thousand Dollars)","2020 Oct",164933
"3643","Brazil (Thousand Dollars)","2020 Sep",153143
"3644","Brazil (Thousand Dollars)","2020 Aug",151182
"3645","Brazil (Thousand Dollars)","2020 Jul",155958
"3646","Brazil (Thousand Dollars)","2020 Jun",155885
"3647","Brazil (Thousand Dollars)","2020 May",148795
"3648","Brazil (Thousand Dollars)","2020 Apr",118918
"3649","Brazil (Thousand Dollars)","2020 Mar",155337
"3650","Brazil (Thousand Dollars)","2020 Feb",148178
"3651","Brazil (Thousand Dollars)","2020 Jan",140481
"3652","Brazil (Thousand Dollars)","2019 Dec",124575
"3653","Brazil (Thousand Dollars)","2019 Nov",150256
"3654","Brazil (Thousand Dollars)","2019 Oct",140311
"3655","Brazil (Thousand Dollars)","2019 Sep",169033
"3656","Brazil (Thousand Dollars)","2019 Aug",197735
"3657","Brazil (Thousand Dollars)","2019 Jul",158823
"3658","Brazil (Thousand Dollars)","2019 Jun",138812
"3659","Brazil (Thousand Dollars)","2019 May",150611
"3660","Brazil (Thousand Dollars)","2019 Apr",126235
