"","Data Series","Time","Imports"
"4527","Honduras (Thousand Dollars)","2020 Jul",69
"4528","Honduras (Thousand Dollars)","2020 Jun",194
"4529","Honduras (Thousand Dollars)","2020 May",277
"4530","Honduras (Thousand Dollars)","2020 Apr",252
"4531","Honduras (Thousand Dollars)","2020 Mar",260
"4532","Honduras (Thousand Dollars)","2020 Feb",179
"4533","Honduras (Thousand Dollars)","2020 Jan",249
"4534","Honduras (Thousand Dollars)","2019 Dec",312
"4535","Honduras (Thousand Dollars)","2019 Nov",365
"4536","Honduras (Thousand Dollars)","2019 Oct",235
"4537","Honduras (Thousand Dollars)","2019 Sep",116
"4538","Honduras (Thousand Dollars)","2019 Aug",157
"4539","Honduras (Thousand Dollars)","2019 Jul",156
"4540","Honduras (Thousand Dollars)","2019 Jun",756
"4541","Honduras (Thousand Dollars)","2019 May",237
"4542","Honduras (Thousand Dollars)","2019 Apr",587
"4543","Honduras (Thousand Dollars)","2019 Mar",176
"4544","Honduras (Thousand Dollars)","2019 Feb",561
"4545","Honduras (Thousand Dollars)","2019 Jan",215
"4546","Honduras (Thousand Dollars)","2018 Dec",291
"4547","Honduras (Thousand Dollars)","2018 Nov",162
"4548","Honduras (Thousand Dollars)","2018 Oct",992
"4549","Honduras (Thousand Dollars)","2018 Sep",133
"4550","Honduras (Thousand Dollars)","2018 Aug",100
"4551","Honduras (Thousand Dollars)","2018 Jul",387
"4552","Honduras (Thousand Dollars)","2018 Jun",365
"4553","Honduras (Thousand Dollars)","2018 May",275
"4554","Honduras (Thousand Dollars)","2018 Apr",253
"4555","Honduras (Thousand Dollars)","2018 Mar",271
"4556","Honduras (Thousand Dollars)","2018 Feb",221
"4557","Honduras (Thousand Dollars)","2018 Jan",224
"4558","Jamaica (Thousand Dollars)","2022 Jan",44
"4559","Jamaica (Thousand Dollars)","2021 Dec",104
"4560","Jamaica (Thousand Dollars)","2021 Nov",184
"4561","Jamaica (Thousand Dollars)","2021 Oct",83
"4562","Jamaica (Thousand Dollars)","2021 Sep",55
"4563","Jamaica (Thousand Dollars)","2021 Aug",34
"4564","Jamaica (Thousand Dollars)","2021 Jul",131
"4565","Jamaica (Thousand Dollars)","2021 Jun",51
"4566","Jamaica (Thousand Dollars)","2021 May",53
"4567","Jamaica (Thousand Dollars)","2021 Apr",200
"4568","Jamaica (Thousand Dollars)","2021 Mar",39
"4569","Jamaica (Thousand Dollars)","2021 Feb",39
"4570","Jamaica (Thousand Dollars)","2021 Jan",155
"4571","Jamaica (Thousand Dollars)","2020 Dec",116
"4572","Jamaica (Thousand Dollars)","2020 Nov",13
"4573","Jamaica (Thousand Dollars)","2020 Oct",49
"4574","Jamaica (Thousand Dollars)","2020 Sep",64
"4575","Jamaica (Thousand Dollars)","2020 Aug",34
"4576","Jamaica (Thousand Dollars)","2020 Jul",20
"4577","Jamaica (Thousand Dollars)","2020 Jun",110
"4578","Jamaica (Thousand Dollars)","2020 May",74
"4579","Jamaica (Thousand Dollars)","2020 Apr",31
"4580","Jamaica (Thousand Dollars)","2020 Mar",16
"4581","Jamaica (Thousand Dollars)","2020 Feb",23
"4582","Jamaica (Thousand Dollars)","2020 Jan",94
"4583","Jamaica (Thousand Dollars)","2019 Dec",92
"4584","Jamaica (Thousand Dollars)","2019 Nov",45
"4585","Jamaica (Thousand Dollars)","2019 Oct",116
"4586","Jamaica (Thousand Dollars)","2019 Sep",165
"4587","Jamaica (Thousand Dollars)","2019 Aug",66
"4588","Jamaica (Thousand Dollars)","2019 Jul",12
"4589","Jamaica (Thousand Dollars)","2019 Jun",28
"4590","Jamaica (Thousand Dollars)","2019 May",117
"4591","Jamaica (Thousand Dollars)","2019 Apr",189
"4592","Jamaica (Thousand Dollars)","2019 Mar",99
"4593","Jamaica (Thousand Dollars)","2019 Feb",20
"4594","Jamaica (Thousand Dollars)","2019 Jan",57
"4595","Jamaica (Thousand Dollars)","2018 Dec",38
"4596","Jamaica (Thousand Dollars)","2018 Nov",41
"4597","Jamaica (Thousand Dollars)","2018 Oct",19
"4598","Jamaica (Thousand Dollars)","2018 Sep",30
"4599","Jamaica (Thousand Dollars)","2018 Aug",35
"4600","Jamaica (Thousand Dollars)","2018 Jul",18
"4601","Jamaica (Thousand Dollars)","2018 Jun",90
"4602","Jamaica (Thousand Dollars)","2018 May",106
"4603","Jamaica (Thousand Dollars)","2018 Apr",66
"4604","Jamaica (Thousand Dollars)","2018 Mar",137
"4605","Jamaica (Thousand Dollars)","2018 Feb",153
"4606","Jamaica (Thousand Dollars)","2018 Jan",267
"4607","St Vincent & The Grenadines (Thousand Dollars)","2022 Jan",0
"4608","St Vincent & The Grenadines (Thousand Dollars)","2021 Dec",1
"4609","St Vincent & The Grenadines (Thousand Dollars)","2021 Nov",0
"4610","St Vincent & The Grenadines (Thousand Dollars)","2021 Oct",0
"4611","St Vincent & The Grenadines (Thousand Dollars)","2021 Sep",0
"4612","St Vincent & The Grenadines (Thousand Dollars)","2021 Aug",0
"4613","St Vincent & The Grenadines (Thousand Dollars)","2021 Jul",0
"4614","St Vincent & The Grenadines (Thousand Dollars)","2021 Jun",0
"4615","St Vincent & The Grenadines (Thousand Dollars)","2021 May",0
"4616","St Vincent & The Grenadines (Thousand Dollars)","2021 Apr",41
"4617","St Vincent & The Grenadines (Thousand Dollars)","2021 Mar",1
"4618","St Vincent & The Grenadines (Thousand Dollars)","2021 Feb",0
"4619","St Vincent & The Grenadines (Thousand Dollars)","2021 Jan",0
"4620","St Vincent & The Grenadines (Thousand Dollars)","2020 Dec",6
"4621","St Vincent & The Grenadines (Thousand Dollars)","2020 Nov",0
"4622","St Vincent & The Grenadines (Thousand Dollars)","2020 Oct",2
"4623","St Vincent & The Grenadines (Thousand Dollars)","2020 Sep",0
"4624","St Vincent & The Grenadines (Thousand Dollars)","2020 Aug",0
"4625","St Vincent & The Grenadines (Thousand Dollars)","2020 Jul",4
"4626","St Vincent & The Grenadines (Thousand Dollars)","2020 Jun",0
"4627","St Vincent & The Grenadines (Thousand Dollars)","2020 May",0
"4628","St Vincent & The Grenadines (Thousand Dollars)","2020 Apr",0
"4629","St Vincent & The Grenadines (Thousand Dollars)","2020 Mar",4
"4630","St Vincent & The Grenadines (Thousand Dollars)","2020 Feb",1
"4631","St Vincent & The Grenadines (Thousand Dollars)","2020 Jan",3
"4632","St Vincent & The Grenadines (Thousand Dollars)","2019 Dec",0
"4633","St Vincent & The Grenadines (Thousand Dollars)","2019 Nov",26
"4634","St Vincent & The Grenadines (Thousand Dollars)","2019 Oct",0
"4635","St Vincent & The Grenadines (Thousand Dollars)","2019 Sep",4
"4636","St Vincent & The Grenadines (Thousand Dollars)","2019 Aug",0
"4637","St Vincent & The Grenadines (Thousand Dollars)","2019 Jul",1
"4638","St Vincent & The Grenadines (Thousand Dollars)","2019 Jun",35072
"4639","St Vincent & The Grenadines (Thousand Dollars)","2019 May",0
"4640","St Vincent & The Grenadines (Thousand Dollars)","2019 Apr",0
"4641","St Vincent & The Grenadines (Thousand Dollars)","2019 Mar",0
"4642","St Vincent & The Grenadines (Thousand Dollars)","2019 Feb",0
"4643","St Vincent & The Grenadines (Thousand Dollars)","2019 Jan",6
"4644","St Vincent & The Grenadines (Thousand Dollars)","2018 Dec",0
"4645","St Vincent & The Grenadines (Thousand Dollars)","2018 Nov",0
"4646","St Vincent & The Grenadines (Thousand Dollars)","2018 Oct",0
"4647","St Vincent & The Grenadines (Thousand Dollars)","2018 Sep",0
"4648","St Vincent & The Grenadines (Thousand Dollars)","2018 Aug",0
"4649","St Vincent & The Grenadines (Thousand Dollars)","2018 Jul",0
"4650","St Vincent & The Grenadines (Thousand Dollars)","2018 Jun",0
"4651","St Vincent & The Grenadines (Thousand Dollars)","2018 May",0
"4652","St Vincent & The Grenadines (Thousand Dollars)","2018 Apr",0
"4653","St Vincent & The Grenadines (Thousand Dollars)","2018 Mar",0
"4654","St Vincent & The Grenadines (Thousand Dollars)","2018 Feb",0
"4655","St Vincent & The Grenadines (Thousand Dollars)","2018 Jan",0
"4656","Trinidad & Tobago (Thousand Dollars)","2022 Jan",68
"4657","Trinidad & Tobago (Thousand Dollars)","2021 Dec",44
"4658","Trinidad & Tobago (Thousand Dollars)","2021 Nov",27
"4659","Trinidad & Tobago (Thousand Dollars)","2021 Oct",189
"4660","Trinidad & Tobago (Thousand Dollars)","2021 Sep",80
"4661","Trinidad & Tobago (Thousand Dollars)","2021 Aug",89
"4662","Trinidad & Tobago (Thousand Dollars)","2021 Jul",51
"4663","Trinidad & Tobago (Thousand Dollars)","2021 Jun",58
"4664","Trinidad & Tobago (Thousand Dollars)","2021 May",51
"4665","Trinidad & Tobago (Thousand Dollars)","2021 Apr",56
"4666","Trinidad & Tobago (Thousand Dollars)","2021 Mar",115
"4667","Trinidad & Tobago (Thousand Dollars)","2021 Feb",43
"4668","Trinidad & Tobago (Thousand Dollars)","2021 Jan",29
"4669","Trinidad & Tobago (Thousand Dollars)","2020 Dec",29405
"4670","Trinidad & Tobago (Thousand Dollars)","2020 Nov",11
"4671","Trinidad & Tobago (Thousand Dollars)","2020 Oct",10
"4672","Trinidad & Tobago (Thousand Dollars)","2020 Sep",69
"4673","Trinidad & Tobago (Thousand Dollars)","2020 Aug",32
"4674","Trinidad & Tobago (Thousand Dollars)","2020 Jul",50
"4675","Trinidad & Tobago (Thousand Dollars)","2020 Jun",609
"4676","Trinidad & Tobago (Thousand Dollars)","2020 May",41
"4677","Trinidad & Tobago (Thousand Dollars)","2020 Apr",52
"4678","Trinidad & Tobago (Thousand Dollars)","2020 Mar",77
"4679","Trinidad & Tobago (Thousand Dollars)","2020 Feb",27
"4680","Trinidad & Tobago (Thousand Dollars)","2020 Jan",26
"4681","Trinidad & Tobago (Thousand Dollars)","2019 Dec",16
"4682","Trinidad & Tobago (Thousand Dollars)","2019 Nov",69
"4683","Trinidad & Tobago (Thousand Dollars)","2019 Oct",40737
"4684","Trinidad & Tobago (Thousand Dollars)","2019 Sep",110
"4685","Trinidad & Tobago (Thousand Dollars)","2019 Aug",13
"4686","Trinidad & Tobago (Thousand Dollars)","2019 Jul",61
"4687","Trinidad & Tobago (Thousand Dollars)","2019 Jun",36073
"4688","Trinidad & Tobago (Thousand Dollars)","2019 May",8
"4689","Trinidad & Tobago (Thousand Dollars)","2019 Apr",20
"4690","Trinidad & Tobago (Thousand Dollars)","2019 Mar",10
"4691","Trinidad & Tobago (Thousand Dollars)","2019 Feb",65
"4692","Trinidad & Tobago (Thousand Dollars)","2019 Jan",7
"4693","Trinidad & Tobago (Thousand Dollars)","2018 Dec",3214
"4694","Trinidad & Tobago (Thousand Dollars)","2018 Nov",7
"4695","Trinidad & Tobago (Thousand Dollars)","2018 Oct",60
"4696","Trinidad & Tobago (Thousand Dollars)","2018 Sep",6
"4697","Trinidad & Tobago (Thousand Dollars)","2018 Aug",1222
"4698","Trinidad & Tobago (Thousand Dollars)","2018 Jul",25
"4699","Trinidad & Tobago (Thousand Dollars)","2018 Jun",80
"4700","Trinidad & Tobago (Thousand Dollars)","2018 May",1
"4701","Trinidad & Tobago (Thousand Dollars)","2018 Apr",4626
"4702","Trinidad & Tobago (Thousand Dollars)","2018 Mar",47890
"4703","Trinidad & Tobago (Thousand Dollars)","2018 Feb",39
"4704","Trinidad & Tobago (Thousand Dollars)","2018 Jan",3
"4705","Anguilla (Thousand Dollars)","2022 Jan",2
"4706","Anguilla (Thousand Dollars)","2021 Dec",9
"4707","Anguilla (Thousand Dollars)","2021 Nov",2
"4708","Anguilla (Thousand Dollars)","2021 Oct",2
"4709","Anguilla (Thousand Dollars)","2021 Sep",4
"4710","Anguilla (Thousand Dollars)","2021 Aug",1
"4711","Anguilla (Thousand Dollars)","2021 Jul",1
"4712","Anguilla (Thousand Dollars)","2021 Jun",1
"4713","Anguilla (Thousand Dollars)","2021 May",28
"4714","Anguilla (Thousand Dollars)","2021 Apr",1
"4715","Anguilla (Thousand Dollars)","2021 Mar",2
"4716","Anguilla (Thousand Dollars)","2021 Feb",2
"4717","Anguilla (Thousand Dollars)","2021 Jan",3
"4718","Anguilla (Thousand Dollars)","2020 Dec",32
"4719","Anguilla (Thousand Dollars)","2020 Nov",0
"4720","Anguilla (Thousand Dollars)","2020 Oct",1
"4721","Anguilla (Thousand Dollars)","2020 Sep",1
"4722","Anguilla (Thousand Dollars)","2020 Aug",8
"4723","Anguilla (Thousand Dollars)","2020 Jul",3
"4724","Anguilla (Thousand Dollars)","2020 Jun",1
"4725","Anguilla (Thousand Dollars)","2020 May",3
"4726","Anguilla (Thousand Dollars)","2020 Apr",2
"4727","Anguilla (Thousand Dollars)","2020 Mar",1
"4728","Anguilla (Thousand Dollars)","2020 Feb",0
"4729","Anguilla (Thousand Dollars)","2020 Jan",3
"4730","Anguilla (Thousand Dollars)","2019 Dec",1
"4731","Anguilla (Thousand Dollars)","2019 Nov",12
"4732","Anguilla (Thousand Dollars)","2019 Oct",0
"4733","Anguilla (Thousand Dollars)","2019 Sep",0
"4734","Anguilla (Thousand Dollars)","2019 Aug",0
"4735","Anguilla (Thousand Dollars)","2019 Jul",43
"4736","Anguilla (Thousand Dollars)","2019 Jun",0
"4737","Anguilla (Thousand Dollars)","2019 May",0
"4738","Anguilla (Thousand Dollars)","2019 Apr",0
"4739","Anguilla (Thousand Dollars)","2019 Mar",0
"4740","Anguilla (Thousand Dollars)","2019 Feb",0
"4741","Anguilla (Thousand Dollars)","2019 Jan",0
"4742","Anguilla (Thousand Dollars)","2018 Dec",1
"4743","Anguilla (Thousand Dollars)","2018 Nov",0
"4744","Anguilla (Thousand Dollars)","2018 Oct",1
"4745","Anguilla (Thousand Dollars)","2018 Sep",0
"4746","Anguilla (Thousand Dollars)","2018 Aug",2
"4747","Anguilla (Thousand Dollars)","2018 Jul",2
"4748","Anguilla (Thousand Dollars)","2018 Jun",7
"4749","Anguilla (Thousand Dollars)","2018 May",24
"4750","Anguilla (Thousand Dollars)","2018 Apr",0
"4751","Anguilla (Thousand Dollars)","2018 Mar",2
"4752","Anguilla (Thousand Dollars)","2018 Feb",0
"4753","Anguilla (Thousand Dollars)","2018 Jan",8
"4754","Other Countries In America (Thousand Dollars)","2022 Jan",24530
"4755","Other Countries In America (Thousand Dollars)","2021 Dec",28323
"4756","Other Countries In America (Thousand Dollars)","2021 Nov",25305
"4757","Other Countries In America (Thousand Dollars)","2021 Oct",24972
"4758","Other Countries In America (Thousand Dollars)","2021 Sep",25131
"4759","Other Countries In America (Thousand Dollars)","2021 Aug",24548
"4760","Other Countries In America (Thousand Dollars)","2021 Jul",26480
"4761","Other Countries In America (Thousand Dollars)","2021 Jun",28692
"4762","Other Countries In America (Thousand Dollars)","2021 May",26278
"4763","Other Countries In America (Thousand Dollars)","2021 Apr",24297
"4764","Other Countries In America (Thousand Dollars)","2021 Mar",25103
"4765","Other Countries In America (Thousand Dollars)","2021 Feb",30652
"4766","Other Countries In America (Thousand Dollars)","2021 Jan",19976
"4767","Other Countries In America (Thousand Dollars)","2020 Dec",33069
"4768","Other Countries In America (Thousand Dollars)","2020 Nov",35781
"4769","Other Countries In America (Thousand Dollars)","2020 Oct",25052
"4770","Other Countries In America (Thousand Dollars)","2020 Sep",23355
"4771","Other Countries In America (Thousand Dollars)","2020 Aug",22820
"4772","Other Countries In America (Thousand Dollars)","2020 Jul",84917
"4773","Other Countries In America (Thousand Dollars)","2020 Jun",15341
"4774","Other Countries In America (Thousand Dollars)","2020 May",19064
"4775","Other Countries In America (Thousand Dollars)","2020 Apr",26879
"4776","Other Countries In America (Thousand Dollars)","2020 Mar",39133
"4777","Other Countries In America (Thousand Dollars)","2020 Feb",29091
"4778","Other Countries In America (Thousand Dollars)","2020 Jan",29935
"4779","Other Countries In America (Thousand Dollars)","2019 Dec",30985
"4780","Other Countries In America (Thousand Dollars)","2019 Nov",33494
"4781","Other Countries In America (Thousand Dollars)","2019 Oct",35986
"4782","Other Countries In America (Thousand Dollars)","2019 Sep",31689
"4783","Other Countries In America (Thousand Dollars)","2019 Aug",23235
"4784","Other Countries In America (Thousand Dollars)","2019 Jul",20310
"4785","Other Countries In America (Thousand Dollars)","2019 Jun",19223
"4786","Other Countries In America (Thousand Dollars)","2019 May",16821
"4787","Other Countries In America (Thousand Dollars)","2019 Apr",22646
"4788","Other Countries In America (Thousand Dollars)","2019 Mar",19057
"4789","Other Countries In America (Thousand Dollars)","2019 Feb",15818
"4790","Other Countries In America (Thousand Dollars)","2019 Jan",21098
"4791","Other Countries In America (Thousand Dollars)","2018 Dec",17354
"4792","Other Countries In America (Thousand Dollars)","2018 Nov",18578
"4793","Other Countries In America (Thousand Dollars)","2018 Oct",17110
"4794","Other Countries In America (Thousand Dollars)","2018 Sep",15351
"4795","Other Countries In America (Thousand Dollars)","2018 Aug",15743
"4796","Other Countries In America (Thousand Dollars)","2018 Jul",20156
"4797","Other Countries In America (Thousand Dollars)","2018 Jun",22414
"4798","Other Countries In America (Thousand Dollars)","2018 May",20030
"4799","Other Countries In America (Thousand Dollars)","2018 Apr",15863
"4800","Other Countries In America (Thousand Dollars)","2018 Mar",17807
"4801","Other Countries In America (Thousand Dollars)","2018 Feb",16322
"4802","Other Countries In America (Thousand Dollars)","2018 Jan",14205
"4803","Australia (Thousand Dollars)","2022 Jan",682587
"4804","Australia (Thousand Dollars)","2021 Dec",639275
"4805","Australia (Thousand Dollars)","2021 Nov",825231
"4806","Australia (Thousand Dollars)","2021 Oct",860118
"4807","Australia (Thousand Dollars)","2021 Sep",528741
"4808","Australia (Thousand Dollars)","2021 Aug",570750
"4809","Australia (Thousand Dollars)","2021 Jul",1056177
"4810","Australia (Thousand Dollars)","2021 Jun",742066
"4811","Australia (Thousand Dollars)","2021 May",840448
"4812","Australia (Thousand Dollars)","2021 Apr",929295
"4813","Australia (Thousand Dollars)","2021 Mar",1015957
"4814","Australia (Thousand Dollars)","2021 Feb",1077095
"4815","Australia (Thousand Dollars)","2021 Jan",634384
"4816","Australia (Thousand Dollars)","2020 Dec",432820
"4817","Australia (Thousand Dollars)","2020 Nov",1279412
"4818","Australia (Thousand Dollars)","2020 Oct",522414
"4819","Australia (Thousand Dollars)","2020 Sep",359877
"4820","Australia (Thousand Dollars)","2020 Aug",457100
"4821","Australia (Thousand Dollars)","2020 Jul",380570
"4822","Australia (Thousand Dollars)","2020 Jun",330132
"4823","Australia (Thousand Dollars)","2020 May",328456
"4824","Australia (Thousand Dollars)","2020 Apr",480764
"4825","Australia (Thousand Dollars)","2020 Mar",743553
"4826","Australia (Thousand Dollars)","2020 Feb",500418
"4827","Australia (Thousand Dollars)","2020 Jan",695463
"4828","Australia (Thousand Dollars)","2019 Dec",1248073
"4829","Australia (Thousand Dollars)","2019 Nov",729706
"4830","Australia (Thousand Dollars)","2019 Oct",797516
"4831","Australia (Thousand Dollars)","2019 Sep",753413
"4832","Australia (Thousand Dollars)","2019 Aug",912412
"4833","Australia (Thousand Dollars)","2019 Jul",665913
"4834","Australia (Thousand Dollars)","2019 Jun",441907
"4835","Australia (Thousand Dollars)","2019 May",717052
"4836","Australia (Thousand Dollars)","2019 Apr",663226
"4837","Australia (Thousand Dollars)","2019 Mar",355712
"4838","Australia (Thousand Dollars)","2019 Feb",716802
"4839","Australia (Thousand Dollars)","2019 Jan",533878
"4840","Australia (Thousand Dollars)","2018 Dec",744827
"4841","Australia (Thousand Dollars)","2018 Nov",765612
"4842","Australia (Thousand Dollars)","2018 Oct",635184
"4843","Australia (Thousand Dollars)","2018 Sep",550556
"4844","Australia (Thousand Dollars)","2018 Aug",673296
"4845","Australia (Thousand Dollars)","2018 Jul",662130
"4846","Australia (Thousand Dollars)","2018 Jun",710178
"4847","Australia (Thousand Dollars)","2018 May",700152
"4848","Australia (Thousand Dollars)","2018 Apr",422388
"4849","Australia (Thousand Dollars)","2018 Mar",511483
"4850","Australia (Thousand Dollars)","2018 Feb",517345
"4851","Australia (Thousand Dollars)","2018 Jan",474564
"4852","Fiji (Thousand Dollars)","2022 Jan",470
"4853","Fiji (Thousand Dollars)","2021 Dec",81
"4854","Fiji (Thousand Dollars)","2021 Nov",239
"4855","Fiji (Thousand Dollars)","2021 Oct",662
"4856","Fiji (Thousand Dollars)","2021 Sep",30
"4857","Fiji (Thousand Dollars)","2021 Aug",19
"4858","Fiji (Thousand Dollars)","2021 Jul",185
"4859","Fiji (Thousand Dollars)","2021 Jun",6
"4860","Fiji (Thousand Dollars)","2021 May",277
"4861","Fiji (Thousand Dollars)","2021 Apr",193
"4862","Fiji (Thousand Dollars)","2021 Mar",338
"4863","Fiji (Thousand Dollars)","2021 Feb",256
