"","Data Series","Time","Imports"
"4047","Peru (Thousand Dollars)","2019 Sep",1319
"4048","Peru (Thousand Dollars)","2019 Aug",2290
"4049","Peru (Thousand Dollars)","2019 Jul",1934
"4050","Peru (Thousand Dollars)","2019 Jun",1032
"4051","Peru (Thousand Dollars)","2019 May",1249
"4052","Peru (Thousand Dollars)","2019 Apr",1691
"4053","Peru (Thousand Dollars)","2019 Mar",1486
"4054","Peru (Thousand Dollars)","2019 Feb",771
"4055","Peru (Thousand Dollars)","2019 Jan",880
"4056","Peru (Thousand Dollars)","2018 Dec",1209
"4057","Peru (Thousand Dollars)","2018 Nov",2905
"4058","Peru (Thousand Dollars)","2018 Oct",3032
"4059","Peru (Thousand Dollars)","2018 Sep",1430
"4060","Peru (Thousand Dollars)","2018 Aug",1317
"4061","Peru (Thousand Dollars)","2018 Jul",1284
"4062","Peru (Thousand Dollars)","2018 Jun",1373
"4063","Peru (Thousand Dollars)","2018 May",852
"4064","Peru (Thousand Dollars)","2018 Apr",1587
"4065","Peru (Thousand Dollars)","2018 Mar",828
"4066","Peru (Thousand Dollars)","2018 Feb",699
"4067","Peru (Thousand Dollars)","2018 Jan",1375
"4068","Uruguay (Thousand Dollars)","2022 Jan",15600
"4069","Uruguay (Thousand Dollars)","2021 Dec",2479
"4070","Uruguay (Thousand Dollars)","2021 Nov",2914
"4071","Uruguay (Thousand Dollars)","2021 Oct",2290
"4072","Uruguay (Thousand Dollars)","2021 Sep",1344
"4073","Uruguay (Thousand Dollars)","2021 Aug",1076
"4074","Uruguay (Thousand Dollars)","2021 Jul",837
"4075","Uruguay (Thousand Dollars)","2021 Jun",1879
"4076","Uruguay (Thousand Dollars)","2021 May",1146
"4077","Uruguay (Thousand Dollars)","2021 Apr",516
"4078","Uruguay (Thousand Dollars)","2021 Mar",2554
"4079","Uruguay (Thousand Dollars)","2021 Feb",925
"4080","Uruguay (Thousand Dollars)","2021 Jan",365
"4081","Uruguay (Thousand Dollars)","2020 Dec",1254
"4082","Uruguay (Thousand Dollars)","2020 Nov",996
"4083","Uruguay (Thousand Dollars)","2020 Oct",544
"4084","Uruguay (Thousand Dollars)","2020 Sep",99
"4085","Uruguay (Thousand Dollars)","2020 Aug",13
"4086","Uruguay (Thousand Dollars)","2020 Jul",1695
"4087","Uruguay (Thousand Dollars)","2020 Jun",1849
"4088","Uruguay (Thousand Dollars)","2020 May",1334
"4089","Uruguay (Thousand Dollars)","2020 Apr",1991
"4090","Uruguay (Thousand Dollars)","2020 Mar",1136
"4091","Uruguay (Thousand Dollars)","2020 Feb",543
"4092","Uruguay (Thousand Dollars)","2020 Jan",1205
"4093","Uruguay (Thousand Dollars)","2019 Dec",2282
"4094","Uruguay (Thousand Dollars)","2019 Nov",2908
"4095","Uruguay (Thousand Dollars)","2019 Oct",5447
"4096","Uruguay (Thousand Dollars)","2019 Sep",363
"4097","Uruguay (Thousand Dollars)","2019 Aug",2967
"4098","Uruguay (Thousand Dollars)","2019 Jul",1840
"4099","Uruguay (Thousand Dollars)","2019 Jun",9799
"4100","Uruguay (Thousand Dollars)","2019 May",9473
"4101","Uruguay (Thousand Dollars)","2019 Apr",9956
"4102","Uruguay (Thousand Dollars)","2019 Mar",1651
"4103","Uruguay (Thousand Dollars)","2019 Feb",1363
"4104","Uruguay (Thousand Dollars)","2019 Jan",2042
"4105","Uruguay (Thousand Dollars)","2018 Dec",1127
"4106","Uruguay (Thousand Dollars)","2018 Nov",1565
"4107","Uruguay (Thousand Dollars)","2018 Oct",3230
"4108","Uruguay (Thousand Dollars)","2018 Sep",2590
"4109","Uruguay (Thousand Dollars)","2018 Aug",3180
"4110","Uruguay (Thousand Dollars)","2018 Jul",3469
"4111","Uruguay (Thousand Dollars)","2018 Jun",1537
"4112","Uruguay (Thousand Dollars)","2018 May",274
"4113","Uruguay (Thousand Dollars)","2018 Apr",2337
"4114","Uruguay (Thousand Dollars)","2018 Mar",1242
"4115","Uruguay (Thousand Dollars)","2018 Feb",1263
"4116","Uruguay (Thousand Dollars)","2018 Jan",2409
"4117","Venezuela (Thousand Dollars)","2022 Jan",38
"4118","Venezuela (Thousand Dollars)","2021 Dec",0
"4119","Venezuela (Thousand Dollars)","2021 Nov",0
"4120","Venezuela (Thousand Dollars)","2021 Oct",3
"4121","Venezuela (Thousand Dollars)","2021 Sep",8
"4122","Venezuela (Thousand Dollars)","2021 Aug",8
"4123","Venezuela (Thousand Dollars)","2021 Jul",421
"4124","Venezuela (Thousand Dollars)","2021 Jun",241
"4125","Venezuela (Thousand Dollars)","2021 May",148
"4126","Venezuela (Thousand Dollars)","2021 Apr",74
"4127","Venezuela (Thousand Dollars)","2021 Mar",22
"4128","Venezuela (Thousand Dollars)","2021 Feb",217
"4129","Venezuela (Thousand Dollars)","2021 Jan",39
"4130","Venezuela (Thousand Dollars)","2020 Dec",128
"4131","Venezuela (Thousand Dollars)","2020 Nov",70
"4132","Venezuela (Thousand Dollars)","2020 Oct",7
"4133","Venezuela (Thousand Dollars)","2020 Sep",37
"4134","Venezuela (Thousand Dollars)","2020 Aug",9
"4135","Venezuela (Thousand Dollars)","2020 Jul",29
"4136","Venezuela (Thousand Dollars)","2020 Jun",34
"4137","Venezuela (Thousand Dollars)","2020 May",87
"4138","Venezuela (Thousand Dollars)","2020 Apr",27
"4139","Venezuela (Thousand Dollars)","2020 Mar",91
"4140","Venezuela (Thousand Dollars)","2020 Feb",135
"4141","Venezuela (Thousand Dollars)","2020 Jan",1266
"4142","Venezuela (Thousand Dollars)","2019 Dec",26
"4143","Venezuela (Thousand Dollars)","2019 Nov",145
"4144","Venezuela (Thousand Dollars)","2019 Oct",57
"4145","Venezuela (Thousand Dollars)","2019 Sep",163511
"4146","Venezuela (Thousand Dollars)","2019 Aug",1577
"4147","Venezuela (Thousand Dollars)","2019 Jul",73091
"4148","Venezuela (Thousand Dollars)","2019 Jun",7
"4149","Venezuela (Thousand Dollars)","2019 May",253
"4150","Venezuela (Thousand Dollars)","2019 Apr",48
"4151","Venezuela (Thousand Dollars)","2019 Mar",195
"4152","Venezuela (Thousand Dollars)","2019 Feb",208341
"4153","Venezuela (Thousand Dollars)","2019 Jan",80444
"4154","Venezuela (Thousand Dollars)","2018 Dec",119293
"4155","Venezuela (Thousand Dollars)","2018 Nov",67692
"4156","Venezuela (Thousand Dollars)","2018 Oct",51397
"4157","Venezuela (Thousand Dollars)","2018 Sep",93357
"4158","Venezuela (Thousand Dollars)","2018 Aug",85817
"4159","Venezuela (Thousand Dollars)","2018 Jul",1
"4160","Venezuela (Thousand Dollars)","2018 Jun",160591
"4161","Venezuela (Thousand Dollars)","2018 May",86800
"4162","Venezuela (Thousand Dollars)","2018 Apr",11018
"4163","Venezuela (Thousand Dollars)","2018 Mar",55
"4164","Venezuela (Thousand Dollars)","2018 Feb",146419
"4165","Venezuela (Thousand Dollars)","2018 Jan",189106
"4166","Netherlands Antilles (Thousand Dollars)","2022 Jan",0
"4167","Netherlands Antilles (Thousand Dollars)","2021 Dec",1
"4168","Netherlands Antilles (Thousand Dollars)","2021 Nov",0
"4169","Netherlands Antilles (Thousand Dollars)","2021 Oct",2
"4170","Netherlands Antilles (Thousand Dollars)","2021 Sep",0
"4171","Netherlands Antilles (Thousand Dollars)","2021 Aug",0
"4172","Netherlands Antilles (Thousand Dollars)","2021 Jul",0
"4173","Netherlands Antilles (Thousand Dollars)","2021 Jun",4
"4174","Netherlands Antilles (Thousand Dollars)","2021 May",0
"4175","Netherlands Antilles (Thousand Dollars)","2021 Apr",0
"4176","Netherlands Antilles (Thousand Dollars)","2021 Mar",0
"4177","Netherlands Antilles (Thousand Dollars)","2021 Feb",2
"4178","Netherlands Antilles (Thousand Dollars)","2021 Jan",6
"4179","Netherlands Antilles (Thousand Dollars)","2020 Dec",89
"4180","Netherlands Antilles (Thousand Dollars)","2020 Nov",18
"4181","Netherlands Antilles (Thousand Dollars)","2020 Oct",77
"4182","Netherlands Antilles (Thousand Dollars)","2020 Sep",80
"4183","Netherlands Antilles (Thousand Dollars)","2020 Aug",166
"4184","Netherlands Antilles (Thousand Dollars)","2020 Jul",2
"4185","Netherlands Antilles (Thousand Dollars)","2020 Jun",49
"4186","Netherlands Antilles (Thousand Dollars)","2020 May",26
"4187","Netherlands Antilles (Thousand Dollars)","2020 Apr",18
"4188","Netherlands Antilles (Thousand Dollars)","2020 Mar",30
"4189","Netherlands Antilles (Thousand Dollars)","2020 Feb",43018
"4190","Netherlands Antilles (Thousand Dollars)","2020 Jan",32
"4191","Netherlands Antilles (Thousand Dollars)","2019 Dec",34
"4192","Netherlands Antilles (Thousand Dollars)","2019 Nov",131
"4193","Netherlands Antilles (Thousand Dollars)","2019 Oct",30
"4194","Netherlands Antilles (Thousand Dollars)","2019 Sep",32
"4195","Netherlands Antilles (Thousand Dollars)","2019 Aug",26
"4196","Netherlands Antilles (Thousand Dollars)","2019 Jul",840
"4197","Netherlands Antilles (Thousand Dollars)","2019 Jun",48
"4198","Netherlands Antilles (Thousand Dollars)","2019 May",45
"4199","Netherlands Antilles (Thousand Dollars)","2019 Apr",211
"4200","Netherlands Antilles (Thousand Dollars)","2019 Mar",177
"4201","Netherlands Antilles (Thousand Dollars)","2019 Feb",24
"4202","Netherlands Antilles (Thousand Dollars)","2019 Jan",890
"4203","Netherlands Antilles (Thousand Dollars)","2018 Dec",0
"4204","Netherlands Antilles (Thousand Dollars)","2018 Nov",28284
"4205","Netherlands Antilles (Thousand Dollars)","2018 Oct",18
"4206","Netherlands Antilles (Thousand Dollars)","2018 Sep",85
"4207","Netherlands Antilles (Thousand Dollars)","2018 Aug",248
"4208","Netherlands Antilles (Thousand Dollars)","2018 Jul",55
"4209","Netherlands Antilles (Thousand Dollars)","2018 Jun",52
"4210","Netherlands Antilles (Thousand Dollars)","2018 May",91
"4211","Netherlands Antilles (Thousand Dollars)","2018 Apr",26701
"4212","Netherlands Antilles (Thousand Dollars)","2018 Mar",470
"4213","Netherlands Antilles (Thousand Dollars)","2018 Feb",12518
"4214","Netherlands Antilles (Thousand Dollars)","2018 Jan",248
"4215","Panama (Thousand Dollars)","2022 Jan",102
"4216","Panama (Thousand Dollars)","2021 Dec",2090
"4217","Panama (Thousand Dollars)","2021 Nov",354
"4218","Panama (Thousand Dollars)","2021 Oct",335
"4219","Panama (Thousand Dollars)","2021 Sep",265
"4220","Panama (Thousand Dollars)","2021 Aug",138
"4221","Panama (Thousand Dollars)","2021 Jul",787
"4222","Panama (Thousand Dollars)","2021 Jun",275
"4223","Panama (Thousand Dollars)","2021 May",110
"4224","Panama (Thousand Dollars)","2021 Apr",149
"4225","Panama (Thousand Dollars)","2021 Mar",273
"4226","Panama (Thousand Dollars)","2021 Feb",221
"4227","Panama (Thousand Dollars)","2021 Jan",307
"4228","Panama (Thousand Dollars)","2020 Dec",193
"4229","Panama (Thousand Dollars)","2020 Nov",2139
"4230","Panama (Thousand Dollars)","2020 Oct",560
"4231","Panama (Thousand Dollars)","2020 Sep",83
"4232","Panama (Thousand Dollars)","2020 Aug",137
"4233","Panama (Thousand Dollars)","2020 Jul",67
"4234","Panama (Thousand Dollars)","2020 Jun",162
"4235","Panama (Thousand Dollars)","2020 May",1300
"4236","Panama (Thousand Dollars)","2020 Apr",1549
"4237","Panama (Thousand Dollars)","2020 Mar",241
"4238","Panama (Thousand Dollars)","2020 Feb",366
"4239","Panama (Thousand Dollars)","2020 Jan",691
"4240","Panama (Thousand Dollars)","2019 Dec",341
"4241","Panama (Thousand Dollars)","2019 Nov",359
"4242","Panama (Thousand Dollars)","2019 Oct",941
"4243","Panama (Thousand Dollars)","2019 Sep",1208
"4244","Panama (Thousand Dollars)","2019 Aug",997
"4245","Panama (Thousand Dollars)","2019 Jul",54186
"4246","Panama (Thousand Dollars)","2019 Jun",46
"4247","Panama (Thousand Dollars)","2019 May",325
"4248","Panama (Thousand Dollars)","2019 Apr",125
"4249","Panama (Thousand Dollars)","2019 Mar",446
"4250","Panama (Thousand Dollars)","2019 Feb",175
"4251","Panama (Thousand Dollars)","2019 Jan",251
"4252","Panama (Thousand Dollars)","2018 Dec",443
"4253","Panama (Thousand Dollars)","2018 Nov",687
"4254","Panama (Thousand Dollars)","2018 Oct",105
"4255","Panama (Thousand Dollars)","2018 Sep",121
"4256","Panama (Thousand Dollars)","2018 Aug",64262
"4257","Panama (Thousand Dollars)","2018 Jul",292
"4258","Panama (Thousand Dollars)","2018 Jun",635
"4259","Panama (Thousand Dollars)","2018 May",448
"4260","Panama (Thousand Dollars)","2018 Apr",663
"4261","Panama (Thousand Dollars)","2018 Mar",213
"4262","Panama (Thousand Dollars)","2018 Feb",407
"4263","Panama (Thousand Dollars)","2018 Jan",316
"4264","Bahamas (Thousand Dollars)","2022 Jan",47
"4265","Bahamas (Thousand Dollars)","2021 Dec",7294
"4266","Bahamas (Thousand Dollars)","2021 Nov",3
"4267","Bahamas (Thousand Dollars)","2021 Oct",1
"4268","Bahamas (Thousand Dollars)","2021 Sep",20616
"4269","Bahamas (Thousand Dollars)","2021 Aug",0
"4270","Bahamas (Thousand Dollars)","2021 Jul",29503
"4271","Bahamas (Thousand Dollars)","2021 Jun",2
"4272","Bahamas (Thousand Dollars)","2021 May",3
"4273","Bahamas (Thousand Dollars)","2021 Apr",33298
"4274","Bahamas (Thousand Dollars)","2021 Mar",17
"4275","Bahamas (Thousand Dollars)","2021 Feb",0
"4276","Bahamas (Thousand Dollars)","2021 Jan",118553
"4277","Bahamas (Thousand Dollars)","2020 Dec",0
"4278","Bahamas (Thousand Dollars)","2020 Nov",152881
"4279","Bahamas (Thousand Dollars)","2020 Oct",54
"4280","Bahamas (Thousand Dollars)","2020 Sep",13702
"4281","Bahamas (Thousand Dollars)","2020 Aug",6173
"4282","Bahamas (Thousand Dollars)","2020 Jul",63061
"4283","Bahamas (Thousand Dollars)","2020 Jun",20
"4284","Bahamas (Thousand Dollars)","2020 May",1
"4285","Bahamas (Thousand Dollars)","2020 Apr",31
"4286","Bahamas (Thousand Dollars)","2020 Mar",8
"4287","Bahamas (Thousand Dollars)","2020 Feb",37085
"4288","Bahamas (Thousand Dollars)","2020 Jan",0
"4289","Bahamas (Thousand Dollars)","2019 Dec",27
"4290","Bahamas (Thousand Dollars)","2019 Nov",1
"4291","Bahamas (Thousand Dollars)","2019 Oct",37
"4292","Bahamas (Thousand Dollars)","2019 Sep",7456
"4293","Bahamas (Thousand Dollars)","2019 Aug",25
"4294","Bahamas (Thousand Dollars)","2019 Jul",8
"4295","Bahamas (Thousand Dollars)","2019 Jun",8
"4296","Bahamas (Thousand Dollars)","2019 May",18
"4297","Bahamas (Thousand Dollars)","2019 Apr",34
"4298","Bahamas (Thousand Dollars)","2019 Mar",6
"4299","Bahamas (Thousand Dollars)","2019 Feb",6682
"4300","Bahamas (Thousand Dollars)","2019 Jan",135
"4301","Bahamas (Thousand Dollars)","2018 Dec",34239
"4302","Bahamas (Thousand Dollars)","2018 Nov",16
"4303","Bahamas (Thousand Dollars)","2018 Oct",6550
"4304","Bahamas (Thousand Dollars)","2018 Sep",8
"4305","Bahamas (Thousand Dollars)","2018 Aug",12886
"4306","Bahamas (Thousand Dollars)","2018 Jul",21
"4307","Bahamas (Thousand Dollars)","2018 Jun",10
"4308","Bahamas (Thousand Dollars)","2018 May",438
"4309","Bahamas (Thousand Dollars)","2018 Apr",28
"4310","Bahamas (Thousand Dollars)","2018 Mar",2034
"4311","Bahamas (Thousand Dollars)","2018 Feb",246
"4312","Bahamas (Thousand Dollars)","2018 Jan",66
"4313","Bermuda (Thousand Dollars)","2022 Jan",0
"4314","Bermuda (Thousand Dollars)","2021 Dec",0
"4315","Bermuda (Thousand Dollars)","2021 Nov",0
"4316","Bermuda (Thousand Dollars)","2021 Oct",0
"4317","Bermuda (Thousand Dollars)","2021 Sep",0
"4318","Bermuda (Thousand Dollars)","2021 Aug",0
"4319","Bermuda (Thousand Dollars)","2021 Jul",0
"4320","Bermuda (Thousand Dollars)","2021 Jun",0
"4321","Bermuda (Thousand Dollars)","2021 May",1
"4322","Bermuda (Thousand Dollars)","2021 Apr",0
"4323","Bermuda (Thousand Dollars)","2021 Mar",1
"4324","Bermuda (Thousand Dollars)","2021 Feb",2
"4325","Bermuda (Thousand Dollars)","2021 Jan",2
"4326","Bermuda (Thousand Dollars)","2020 Dec",0
"4327","Bermuda (Thousand Dollars)","2020 Nov",5
"4328","Bermuda (Thousand Dollars)","2020 Oct",5
"4329","Bermuda (Thousand Dollars)","2020 Sep",1
"4330","Bermuda (Thousand Dollars)","2020 Aug",0
"4331","Bermuda (Thousand Dollars)","2020 Jul",2
"4332","Bermuda (Thousand Dollars)","2020 Jun",0
"4333","Bermuda (Thousand Dollars)","2020 May",0
"4334","Bermuda (Thousand Dollars)","2020 Apr",0
"4335","Bermuda (Thousand Dollars)","2020 Mar",0
"4336","Bermuda (Thousand Dollars)","2020 Feb",0
"4337","Bermuda (Thousand Dollars)","2020 Jan",81
"4338","Bermuda (Thousand Dollars)","2019 Dec",5
"4339","Bermuda (Thousand Dollars)","2019 Nov",0
"4340","Bermuda (Thousand Dollars)","2019 Oct",0
"4341","Bermuda (Thousand Dollars)","2019 Sep",1
"4342","Bermuda (Thousand Dollars)","2019 Aug",1
"4343","Bermuda (Thousand Dollars)","2019 Jul",58
"4344","Bermuda (Thousand Dollars)","2019 Jun",0
"4345","Bermuda (Thousand Dollars)","2019 May",1
"4346","Bermuda (Thousand Dollars)","2019 Apr",0
"4347","Bermuda (Thousand Dollars)","2019 Mar",1
"4348","Bermuda (Thousand Dollars)","2019 Feb",1
"4349","Bermuda (Thousand Dollars)","2019 Jan",706
"4350","Bermuda (Thousand Dollars)","2018 Dec",9
"4351","Bermuda (Thousand Dollars)","2018 Nov",97
"4352","Bermuda (Thousand Dollars)","2018 Oct",1
"4353","Bermuda (Thousand Dollars)","2018 Sep",1
"4354","Bermuda (Thousand Dollars)","2018 Aug",21
"4355","Bermuda (Thousand Dollars)","2018 Jul",0
"4356","Bermuda (Thousand Dollars)","2018 Jun",0
"4357","Bermuda (Thousand Dollars)","2018 May",54
"4358","Bermuda (Thousand Dollars)","2018 Apr",0
"4359","Bermuda (Thousand Dollars)","2018 Mar",19
"4360","Bermuda (Thousand Dollars)","2018 Feb",10
"4361","Bermuda (Thousand Dollars)","2018 Jan",1
"4362","French Guiana (Thousand Dollars)","2022 Jan",14
"4363","French Guiana (Thousand Dollars)","2021 Dec",0
"4364","French Guiana (Thousand Dollars)","2021 Nov",183
"4365","French Guiana (Thousand Dollars)","2021 Oct",73
"4366","French Guiana (Thousand Dollars)","2021 Sep",0
"4367","French Guiana (Thousand Dollars)","2021 Aug",0
"4368","French Guiana (Thousand Dollars)","2021 Jul",27
"4369","French Guiana (Thousand Dollars)","2021 Jun",6
"4370","French Guiana (Thousand Dollars)","2021 May",496
"4371","French Guiana (Thousand Dollars)","2021 Apr",44
"4372","French Guiana (Thousand Dollars)","2021 Mar",83
"4373","French Guiana (Thousand Dollars)","2021 Feb",9
"4374","French Guiana (Thousand Dollars)","2021 Jan",65
"4375","French Guiana (Thousand Dollars)","2020 Dec",734
"4376","French Guiana (Thousand Dollars)","2020 Nov",0
"4377","French Guiana (Thousand Dollars)","2020 Oct",36
"4378","French Guiana (Thousand Dollars)","2020 Sep",3278
"4379","French Guiana (Thousand Dollars)","2020 Aug",456
"4380","French Guiana (Thousand Dollars)","2020 Jul",1008
"4381","French Guiana (Thousand Dollars)","2020 Jun",38
"4382","French Guiana (Thousand Dollars)","2020 May",9
"4383","French Guiana (Thousand Dollars)","2020 Apr",10
"4384","French Guiana (Thousand Dollars)","2020 Mar",0
"4385","French Guiana (Thousand Dollars)","2020 Feb",0
"4386","French Guiana (Thousand Dollars)","2020 Jan",7
"4387","French Guiana (Thousand Dollars)","2019 Dec",0
"4388","French Guiana (Thousand Dollars)","2019 Nov",68
"4389","French Guiana (Thousand Dollars)","2019 Oct",2
"4390","French Guiana (Thousand Dollars)","2019 Sep",0
"4391","French Guiana (Thousand Dollars)","2019 Aug",7
"4392","French Guiana (Thousand Dollars)","2019 Jul",57
"4393","French Guiana (Thousand Dollars)","2019 Jun",70
"4394","French Guiana (Thousand Dollars)","2019 May",302
"4395","French Guiana (Thousand Dollars)","2019 Apr",7
"4396","French Guiana (Thousand Dollars)","2019 Mar",0
"4397","French Guiana (Thousand Dollars)","2019 Feb",48
"4398","French Guiana (Thousand Dollars)","2019 Jan",0
"4399","French Guiana (Thousand Dollars)","2018 Dec",9
"4400","French Guiana (Thousand Dollars)","2018 Nov",3
"4401","French Guiana (Thousand Dollars)","2018 Oct",0
"4402","French Guiana (Thousand Dollars)","2018 Sep",1
"4403","French Guiana (Thousand Dollars)","2018 Aug",0
"4404","French Guiana (Thousand Dollars)","2018 Jul",0
"4405","French Guiana (Thousand Dollars)","2018 Jun",0
"4406","French Guiana (Thousand Dollars)","2018 May",0
"4407","French Guiana (Thousand Dollars)","2018 Apr",2
"4408","French Guiana (Thousand Dollars)","2018 Mar",0
"4409","French Guiana (Thousand Dollars)","2018 Feb",0
"4410","French Guiana (Thousand Dollars)","2018 Jan",19
"4411","Grenada (Thousand Dollars)","2022 Jan",2
"4412","Grenada (Thousand Dollars)","2021 Dec",2
"4413","Grenada (Thousand Dollars)","2021 Nov",15
"4414","Grenada (Thousand Dollars)","2021 Oct",2
"4415","Grenada (Thousand Dollars)","2021 Sep",7
"4416","Grenada (Thousand Dollars)","2021 Aug",8
"4417","Grenada (Thousand Dollars)","2021 Jul",1
"4418","Grenada (Thousand Dollars)","2021 Jun",1
"4419","Grenada (Thousand Dollars)","2021 May",14
"4420","Grenada (Thousand Dollars)","2021 Apr",0
"4421","Grenada (Thousand Dollars)","2021 Mar",0
"4422","Grenada (Thousand Dollars)","2021 Feb",4
"4423","Grenada (Thousand Dollars)","2021 Jan",41
"4424","Grenada (Thousand Dollars)","2020 Dec",0
"4425","Grenada (Thousand Dollars)","2020 Nov",0
"4426","Grenada (Thousand Dollars)","2020 Oct",1
"4427","Grenada (Thousand Dollars)","2020 Sep",0
"4428","Grenada (Thousand Dollars)","2020 Aug",0
"4429","Grenada (Thousand Dollars)","2020 Jul",0
"4430","Grenada (Thousand Dollars)","2020 Jun",14
"4431","Grenada (Thousand Dollars)","2020 May",0
"4432","Grenada (Thousand Dollars)","2020 Apr",17
"4433","Grenada (Thousand Dollars)","2020 Mar",4
"4434","Grenada (Thousand Dollars)","2020 Feb",0
"4435","Grenada (Thousand Dollars)","2020 Jan",5
"4436","Grenada (Thousand Dollars)","2019 Dec",0
"4437","Grenada (Thousand Dollars)","2019 Nov",5
"4438","Grenada (Thousand Dollars)","2019 Oct",0
"4439","Grenada (Thousand Dollars)","2019 Sep",0
"4440","Grenada (Thousand Dollars)","2019 Aug",68
"4441","Grenada (Thousand Dollars)","2019 Jul",4
"4442","Grenada (Thousand Dollars)","2019 Jun",1
"4443","Grenada (Thousand Dollars)","2019 May",0
"4444","Grenada (Thousand Dollars)","2019 Apr",0
"4445","Grenada (Thousand Dollars)","2019 Mar",27
"4446","Grenada (Thousand Dollars)","2019 Feb",0
"4447","Grenada (Thousand Dollars)","2019 Jan",0
"4448","Grenada (Thousand Dollars)","2018 Dec",0
"4449","Grenada (Thousand Dollars)","2018 Nov",0
"4450","Grenada (Thousand Dollars)","2018 Oct",16
"4451","Grenada (Thousand Dollars)","2018 Sep",0
"4452","Grenada (Thousand Dollars)","2018 Aug",0
"4453","Grenada (Thousand Dollars)","2018 Jul",0
"4454","Grenada (Thousand Dollars)","2018 Jun",0
"4455","Grenada (Thousand Dollars)","2018 May",3
"4456","Grenada (Thousand Dollars)","2018 Apr",0
"4457","Grenada (Thousand Dollars)","2018 Mar",2
"4458","Grenada (Thousand Dollars)","2018 Feb",2
"4459","Grenada (Thousand Dollars)","2018 Jan",0
"4460","Guatemala (Thousand Dollars)","2022 Jan",1603
"4461","Guatemala (Thousand Dollars)","2021 Dec",691
"4462","Guatemala (Thousand Dollars)","2021 Nov",1026
"4463","Guatemala (Thousand Dollars)","2021 Oct",1756
"4464","Guatemala (Thousand Dollars)","2021 Sep",896
"4465","Guatemala (Thousand Dollars)","2021 Aug",1068
"4466","Guatemala (Thousand Dollars)","2021 Jul",2075
"4467","Guatemala (Thousand Dollars)","2021 Jun",2754
"4468","Guatemala (Thousand Dollars)","2021 May",5253
"4469","Guatemala (Thousand Dollars)","2021 Apr",3219
"4470","Guatemala (Thousand Dollars)","2021 Mar",7569
"4471","Guatemala (Thousand Dollars)","2021 Feb",5319
"4472","Guatemala (Thousand Dollars)","2021 Jan",3474
"4473","Guatemala (Thousand Dollars)","2020 Dec",2526
"4474","Guatemala (Thousand Dollars)","2020 Nov",1812
"4475","Guatemala (Thousand Dollars)","2020 Oct",1603
"4476","Guatemala (Thousand Dollars)","2020 Sep",1393
"4477","Guatemala (Thousand Dollars)","2020 Aug",1694
"4478","Guatemala (Thousand Dollars)","2020 Jul",3802
"4479","Guatemala (Thousand Dollars)","2020 Jun",1020
"4480","Guatemala (Thousand Dollars)","2020 May",1487
"4481","Guatemala (Thousand Dollars)","2020 Apr",447
"4482","Guatemala (Thousand Dollars)","2020 Mar",8961
"4483","Guatemala (Thousand Dollars)","2020 Feb",8087
"4484","Guatemala (Thousand Dollars)","2020 Jan",1663
"4485","Guatemala (Thousand Dollars)","2019 Dec",1085
"4486","Guatemala (Thousand Dollars)","2019 Nov",478
"4487","Guatemala (Thousand Dollars)","2019 Oct",2279
"4488","Guatemala (Thousand Dollars)","2019 Sep",2917
"4489","Guatemala (Thousand Dollars)","2019 Aug",3785
"4490","Guatemala (Thousand Dollars)","2019 Jul",4637
"4491","Guatemala (Thousand Dollars)","2019 Jun",5009
"4492","Guatemala (Thousand Dollars)","2019 May",2663
"4493","Guatemala (Thousand Dollars)","2019 Apr",1742
"4494","Guatemala (Thousand Dollars)","2019 Mar",1987
"4495","Guatemala (Thousand Dollars)","2019 Feb",1411
"4496","Guatemala (Thousand Dollars)","2019 Jan",5619
"4497","Guatemala (Thousand Dollars)","2018 Dec",2362
"4498","Guatemala (Thousand Dollars)","2018 Nov",336
"4499","Guatemala (Thousand Dollars)","2018 Oct",419
"4500","Guatemala (Thousand Dollars)","2018 Sep",2516
"4501","Guatemala (Thousand Dollars)","2018 Aug",1878
"4502","Guatemala (Thousand Dollars)","2018 Jul",2740
"4503","Guatemala (Thousand Dollars)","2018 Jun",1580
"4504","Guatemala (Thousand Dollars)","2018 May",1976
"4505","Guatemala (Thousand Dollars)","2018 Apr",1852
"4506","Guatemala (Thousand Dollars)","2018 Mar",3146
"4507","Guatemala (Thousand Dollars)","2018 Feb",1528
"4508","Guatemala (Thousand Dollars)","2018 Jan",1663
"4509","Honduras (Thousand Dollars)","2022 Jan",274
"4510","Honduras (Thousand Dollars)","2021 Dec",730
"4511","Honduras (Thousand Dollars)","2021 Nov",366
"4512","Honduras (Thousand Dollars)","2021 Oct",566
"4513","Honduras (Thousand Dollars)","2021 Sep",763
"4514","Honduras (Thousand Dollars)","2021 Aug",367
"4515","Honduras (Thousand Dollars)","2021 Jul",561
"4516","Honduras (Thousand Dollars)","2021 Jun",668
"4517","Honduras (Thousand Dollars)","2021 May",296
"4518","Honduras (Thousand Dollars)","2021 Apr",214
"4519","Honduras (Thousand Dollars)","2021 Mar",359
"4520","Honduras (Thousand Dollars)","2021 Feb",172
"4521","Honduras (Thousand Dollars)","2021 Jan",180
"4522","Honduras (Thousand Dollars)","2020 Dec",187
"4523","Honduras (Thousand Dollars)","2020 Nov",149
"4524","Honduras (Thousand Dollars)","2020 Oct",153
"4525","Honduras (Thousand Dollars)","2020 Sep",537
"4526","Honduras (Thousand Dollars)","2020 Aug",358
